week_start_date,year,month,week_number,district,state,dengue_diagnostic_kits,iv_fluids_units,paracetamol_strips,ors_packets,antibiotics_courses,dengue_rapid_test_kits
2025-06-30,2025,6,27,Thiruvallur,Tamil Nadu,46,310,776,1374,401,28
2025-07-07,2025,7,28,Thiruvallur,Tamil Nadu,37,217,560,298,180,19
2025-07-14,2025,7,29,Thiruvallur,Tamil Nadu,26,162,913,493,172,16
2025-07-21,2025,7,30,Thiruvallur,Tamil Nadu,51,238,1386,247,313,32
2025-07-28,2025,7,31,Thiruvallur,Tamil Nadu,31,208,580,395,247,16
2025-08-04,2025,8,32,Thiruvallur,Tamil Nadu,40,205,1233,641,307,20
2025-08-11,2025,8,33,Thiruvallur,Tamil Nadu,41,255,874,345,164,22
2025-08-18,2025,8,34,Thiruvallur,Tamil Nadu,34,281,1199,204,120,17
2025-08-25,2025,8,35,Thiruvallur,Tamil Nadu,21,137,786,492,254,12
2025-09-01,2025,9,36,Thiruvallur,Tamil Nadu,43,238,659,519,219,25
2025-09-08,2025,9,37,Thiruvallur,Tamil Nadu,46,307,689,505,187,30
2025-09-15,2025,9,38,Thiruvallur,Tamil Nadu,26,121,984,388,182,20
2025-09-22,2025,9,39,Thiruvallur,Tamil Nadu,53,205,822,437,195,33
2025-09-29,2025,9,40,Thiruvallur,Tamil Nadu,60,120,537,526,123,32
2025-10-06,2025,10,41,Thiruvallur,Tamil Nadu,131,566,1516,367,326,98
2025-10-13,2025,10,42,Thiruvallur,Tamil Nadu,179,361,1628,491,408,95
2025-10-20,2025,10,43,Thiruvallur,Tamil Nadu,115,981,2113,187,179,71
2025-10-27,2025,10,44,Thiruvallur,Tamil Nadu,143,494,1198,363,125,94
2025-11-03,2025,11,45,Thiruvallur,Tamil Nadu,90,796,2016,509,349,53
2025-11-10,2025,11,46,Thiruvallur,Tamil Nadu,170,398,2371,328,178,122
2025-11-17,2025,11,47,Thiruvallur,Tamil Nadu,154,341,2371,526,262,101
2025-11-24,2025,11,48,Thiruvallur,Tamil Nadu,82,330,1514,350,285,52
2025-12-01,2025,12,49,Thiruvallur,Tamil Nadu,66,494,1818,552,661,48
2025-12-08,2025,12,50,Thiruvallur,Tamil Nadu,53,548,1668,298,354,39
2025-12-15,2025,12,51,Thiruvallur,Tamil Nadu,84,380,2962,610,297,42
2025-12-22,2025,12,52,Thiruvallur,Tamil Nadu,101,572,1502,329,579,58
2025-12-29,2025,12,1,Thiruvallur,Tamil Nadu,175,668,749,602,479,113
2015-01-05,2015,1,2,Tiruchirappalli,Tamil Nadu,38,162,575,330,339,29
2015-01-12,2015,1,3,Tiruchirappalli,Tamil Nadu,36,267,1183,620,552,19
2015-01-19,2015,1,4,Tiruchirappalli,Tamil Nadu,39,190,1292,289,662,22
2015-01-26,2015,1,5,Tiruchirappalli,Tamil Nadu,37,287,563,318,748,23
2015-02-02,2015,2,6,Tiruchirappalli,Tamil Nadu,38,99,1207,528,349,24
2015-02-09,2015,2,7,Tiruchirappalli,Tamil Nadu,58,163,732,408,173,28
2015-02-16,2015,2,8,Tiruchirappalli,Tamil Nadu,34,132,888,276,301,21
2015-02-23,2015,2,9,Tiruchirappalli,Tamil Nadu,17,174,1023,253,343,12
2015-03-02,2015,3,10,Tiruchirappalli,Tamil Nadu,54,297,554,319,426,38
2015-03-09,2015,3,11,Tiruchirappalli,Tamil Nadu,18,161,1198,589,277,12
2015-03-16,2015,3,12,Tiruchirappalli,Tamil Nadu,32,173,1185,258,217,15
2015-03-23,2015,3,13,Tiruchirappalli,Tamil Nadu,51,202,1007,404,371,26
2015-03-30,2015,3,14,Tiruchirappalli,Tamil Nadu,31,138,1410,483,91,19
2015-04-06,2015,4,15,Tiruchirappalli,Tamil Nadu,57,636,1060,515,129,37
2015-04-13,2015,4,16,Tiruchirappalli,Tamil Nadu,21,239,688,362,170,11
2015-04-20,2015,4,17,Tiruchirappalli,Tamil Nadu,30,488,511,605,388,18
2015-04-27,2015,4,18,Tiruchirappalli,Tamil Nadu,50,404,1359,330,201,29
2015-05-04,2015,5,19,Tiruchirappalli,Tamil Nadu,48,635,754,249,244,30
2015-05-11,2015,5,20,Tiruchirappalli,Tamil Nadu,46,746,906,556,346,24
2015-05-18,2015,5,21,Tiruchirappalli,Tamil Nadu,26,433,903,288,224,18
2015-05-25,2015,5,22,Tiruchirappalli,Tamil Nadu,26,433,890,567,185,15
2015-06-01,2015,6,23,Tiruchirappalli,Tamil Nadu,28,156,736,756,394,13
2015-06-08,2015,6,24,Tiruchirappalli,Tamil Nadu,47,99,1297,1126,103,29
2015-06-15,2015,6,25,Tiruchirappalli,Tamil Nadu,44,159,1296,1816,163,29
2015-06-22,2015,6,26,Tiruchirappalli,Tamil Nadu,32,130,1350,1175,290,19
2015-06-29,2015,6,27,Tiruchirappalli,Tamil Nadu,40,186,1580,769,115,26
2015-07-06,2015,7,28,Tiruchirappalli,Tamil Nadu,62,116,744,201,377,32
2015-07-13,2015,7,29,Tiruchirappalli,Tamil Nadu,23,171,671,508,192,14
2015-07-20,2015,7,30,Tiruchirappalli,Tamil Nadu,17,225,1211,475,401,11
2015-07-27,2015,7,31,Tiruchirappalli,Tamil Nadu,43,287,869,218,247,20
2015-08-03,2015,8,32,Tiruchirappalli,Tamil Nadu,41,144,1232,204,336,23
2015-08-10,2015,8,33,Tiruchirappalli,Tamil Nadu,33,260,1199,610,328,17
2015-08-17,2015,8,34,Tiruchirappalli,Tamil Nadu,35,116,913,332,414,23
2015-08-24,2015,8,35,Tiruchirappalli,Tamil Nadu,35,144,1493,595,310,26
2015-08-31,2015,8,36,Tiruchirappalli,Tamil Nadu,36,284,1256,540,359,24
2015-09-07,2015,9,37,Tiruchirappalli,Tamil Nadu,40,173,715,557,343,22
2015-09-14,2015,9,38,Tiruchirappalli,Tamil Nadu,24,285,1104,271,248,19
2015-09-21,2015,9,39,Tiruchirappalli,Tamil Nadu,56,128,1527,546,242,38
2015-09-28,2015,9,40,Tiruchirappalli,Tamil Nadu,36,143,622,320,124,22
2015-10-05,2015,10,41,Tiruchirappalli,Tamil Nadu,102,466,1302,424,136,48
2015-10-12,2015,10,42,Tiruchirappalli,Tamil Nadu,67,654,1017,549,122,38
2015-10-19,2015,10,43,Tiruchirappalli,Tamil Nadu,103,417,2121,620,336,65
2015-10-26,2015,10,44,Tiruchirappalli,Tamil Nadu,86,651,842,482,249,48
2015-11-02,2015,11,45,Tiruchirappalli,Tamil Nadu,193,668,1795,234,288,122
2015-11-09,2015,11,46,Tiruchirappalli,Tamil Nadu,66,547,1725,417,102,36
2015-11-16,2015,11,47,Tiruchirappalli,Tamil Nadu,112,834,1971,432,272,59
2015-11-23,2015,11,48,Tiruchirappalli,Tamil Nadu,170,328,1317,346,124,99
2015-11-30,2015,11,49,Tiruchirappalli,Tamil Nadu,133,941,1905,537,380,71
2015-12-07,2015,12,50,Tiruchirappalli,Tamil Nadu,99,239,1373,265,579,61
2015-12-14,2015,12,51,Tiruchirappalli,Tamil Nadu,66,234,1927,390,168,45
2015-12-21,2015,12,52,Tiruchirappalli,Tamil Nadu,237,567,1731,400,676,152
2015-12-28,2015,12,53,Tiruchirappalli,Tamil Nadu,97,905,1250,424,571,62
2016-01-04,2016,1,1,Tiruchirappalli,Tamil Nadu,54,262,1186,558,352,24
2016-01-11,2016,1,2,Tiruchirappalli,Tamil Nadu,53,192,491,435,567,35
2016-01-18,2016,1,3,Tiruchirappalli,Tamil Nadu,39,111,1401,251,342,27
2016-01-25,2016,1,4,Tiruchirappalli,Tamil Nadu,54,146,1253,537,612,29
2016-02-01,2016,2,5,Tiruchirappalli,Tamil Nadu,47,151,517,225,180,33
2016-02-08,2016,2,6,Tiruchirappalli,Tamil Nadu,36,258,1235,312,148,22
2016-02-15,2016,2,7,Tiruchirappalli,Tamil Nadu,50,93,609,426,432,23
2016-02-22,2016,2,8,Tiruchirappalli,Tamil Nadu,40,315,632,207,162,28
2016-02-29,2016,2,9,Tiruchirappalli,Tamil Nadu,23,240,1304,334,392,14
2016-03-07,2016,3,10,Tiruchirappalli,Tamil Nadu,28,107,1146,406,167,16
2016-03-14,2016,3,11,Tiruchirappalli,Tamil Nadu,49,101,1004,565,206,26
2016-03-21,2016,3,12,Tiruchirappalli,Tamil Nadu,53,180,1052,234,96,26
2016-03-28,2016,3,13,Tiruchirappalli,Tamil Nadu,35,191,641,604,98,26
2016-04-04,2016,4,14,Tiruchirappalli,Tamil Nadu,59,481,628,278,159,36
2016-04-11,2016,4,15,Tiruchirappalli,Tamil Nadu,45,272,1289,536,365,21
2016-04-18,2016,4,16,Tiruchirappalli,Tamil Nadu,38,285,821,505,180,26
2016-04-25,2016,4,17,Tiruchirappalli,Tamil Nadu,36,358,1298,216,139,19
2016-05-02,2016,5,18,Tiruchirappalli,Tamil Nadu,32,424,829,419,344,17
2016-05-09,2016,5,19,Tiruchirappalli,Tamil Nadu,23,659,898,587,160,12
2016-05-16,2016,5,20,Tiruchirappalli,Tamil Nadu,54,386,1255,332,236,37
2016-05-23,2016,5,21,Tiruchirappalli,Tamil Nadu,31,666,1354,455,231,21
2016-05-30,2016,5,22,Tiruchirappalli,Tamil Nadu,33,370,637,234,210,14
2016-06-06,2016,6,23,Tiruchirappalli,Tamil Nadu,18,137,699,704,283,10
2016-06-13,2016,6,24,Tiruchirappalli,Tamil Nadu,25,179,1065,1202,165,14
2016-06-20,2016,6,25,Tiruchirappalli,Tamil Nadu,42,213,1244,876,183,25
2016-06-27,2016,6,26,Tiruchirappalli,Tamil Nadu,36,151,744,1106,107,24
2016-07-04,2016,7,27,Tiruchirappalli,Tamil Nadu,49,294,806,217,305,33
2016-07-11,2016,7,28,Tiruchirappalli,Tamil Nadu,65,249,605,596,163,42
2016-07-18,2016,7,29,Tiruchirappalli,Tamil Nadu,17,213,1552,272,129,13
2016-07-25,2016,7,30,Tiruchirappalli,Tamil Nadu,46,255,874,380,144,36
2016-08-01,2016,8,31,Tiruchirappalli,Tamil Nadu,56,247,1136,590,242,28
2016-08-08,2016,8,32,Tiruchirappalli,Tamil Nadu,23,117,636,377,199,15
2016-08-15,2016,8,33,Tiruchirappalli,Tamil Nadu,45,160,1105,395,310,28
2016-08-22,2016,8,34,Tiruchirappalli,Tamil Nadu,36,183,1214,246,148,21
2016-08-29,2016,8,35,Tiruchirappalli,Tamil Nadu,38,206,949,362,325,21
2016-09-05,2016,9,36,Tiruchirappalli,Tamil Nadu,24,158,1043,513,359,15
2016-09-12,2016,9,37,Tiruchirappalli,Tamil Nadu,25,111,746,296,128,13
2016-09-19,2016,9,38,Tiruchirappalli,Tamil Nadu,25,202,1256,253,319,17
2016-09-26,2016,9,39,Tiruchirappalli,Tamil Nadu,62,245,985,319,199,39
2016-10-03,2016,10,40,Tiruchirappalli,Tamil Nadu,83,466,1032,206,218,66
2016-10-10,2016,10,41,Tiruchirappalli,Tamil Nadu,128,1015,1883,361,342,71
2016-10-17,2016,10,42,Tiruchirappalli,Tamil Nadu,88,504,1707,447,225,44
2016-10-24,2016,10,43,Tiruchirappalli,Tamil Nadu,86,415,957,328,245,47
2016-10-31,2016,10,44,Tiruchirappalli,Tamil Nadu,156,864,1082,243,310,122
2016-11-07,2016,11,45,Tiruchirappalli,Tamil Nadu,116,449,1552,224,320,68
2016-11-14,2016,11,46,Tiruchirappalli,Tamil Nadu,170,461,1721,611,219,97
2016-11-21,2016,11,47,Tiruchirappalli,Tamil Nadu,129,236,1709,333,209,78
2016-11-28,2016,11,48,Tiruchirappalli,Tamil Nadu,138,621,1302,355,255,89
2016-12-05,2016,12,49,Tiruchirappalli,Tamil Nadu,139,665,2171,217,555,90
2016-12-12,2016,12,50,Tiruchirappalli,Tamil Nadu,159,794,2177,337,708,71
2016-12-19,2016,12,51,Tiruchirappalli,Tamil Nadu,166,280,2754,337,325,104
2016-12-26,2016,12,52,Tiruchirappalli,Tamil Nadu,138,398,1813,363,329,65
2017-01-02,2017,1,1,Tiruchirappalli,Tamil Nadu,29,108,1428,620,201,17
2017-01-09,2017,1,2,Tiruchirappalli,Tamil Nadu,47,122,905,358,393,26
2017-01-16,2017,1,3,Tiruchirappalli,Tamil Nadu,42,254,947,525,256,25
2017-01-23,2017,1,4,Tiruchirappalli,Tamil Nadu,52,240,1252,466,677,39
2017-01-30,2017,1,5,Tiruchirappalli,Tamil Nadu,55,117,616,539,251,24
2017-02-06,2017,2,6,Tiruchirappalli,Tamil Nadu,31,113,742,434,151,16
2017-02-13,2017,2,7,Tiruchirappalli,Tamil Nadu,25,178,1359,410,201,12
2017-02-20,2017,2,8,Tiruchirappalli,Tamil Nadu,34,270,1117,412,360,20
2017-02-27,2017,2,9,Tiruchirappalli,Tamil Nadu,43,324,1189,426,309,33
2017-03-06,2017,3,10,Tiruchirappalli,Tamil Nadu,44,200,1018,442,211,32
2017-03-13,2017,3,11,Tiruchirappalli,Tamil Nadu,58,237,855,616,240,37
2017-03-20,2017,3,12,Tiruchirappalli,Tamil Nadu,45,134,667,553,231,23
2017-03-27,2017,3,13,Tiruchirappalli,Tamil Nadu,37,236,1004,280,171,23
2017-04-03,2017,4,14,Tiruchirappalli,Tamil Nadu,39,459,850,427,223,23
2017-04-10,2017,4,15,Tiruchirappalli,Tamil Nadu,27,323,1291,509,151,15
2017-04-17,2017,4,16,Tiruchirappalli,Tamil Nadu,39,404,1317,311,253,21
2017-04-24,2017,4,17,Tiruchirappalli,Tamil Nadu,26,271,1091,495,134,19
2017-05-01,2017,5,18,Tiruchirappalli,Tamil Nadu,18,347,537,380,112,14
2017-05-08,2017,5,19,Tiruchirappalli,Tamil Nadu,41,465,987,308,186,29
2017-05-15,2017,5,20,Tiruchirappalli,Tamil Nadu,45,256,943,203,181,24
2017-05-22,2017,5,21,Tiruchirappalli,Tamil Nadu,56,335,1437,378,274,38
2017-05-29,2017,5,22,Tiruchirappalli,Tamil Nadu,19,390,609,446,136,10
2017-06-05,2017,6,23,Tiruchirappalli,Tamil Nadu,20,188,1196,1239,273,17
2017-06-12,2017,6,24,Tiruchirappalli,Tamil Nadu,57,131,1477,1412,342,32
2017-06-19,2017,6,25,Tiruchirappalli,Tamil Nadu,26,215,1041,1018,378,12
2017-06-26,2017,6,26,Tiruchirappalli,Tamil Nadu,43,182,1433,1019,122,24
2017-07-03,2017,7,27,Tiruchirappalli,Tamil Nadu,44,245,852,310,297,27
2017-07-10,2017,7,28,Tiruchirappalli,Tamil Nadu,50,214,537,341,184,35
2017-07-17,2017,7,29,Tiruchirappalli,Tamil Nadu,27,221,1220,455,356,20
2017-07-24,2017,7,30,Tiruchirappalli,Tamil Nadu,39,103,752,330,322,21
2017-07-31,2017,7,31,Tiruchirappalli,Tamil Nadu,24,179,1526,458,183,13
2017-08-07,2017,8,32,Tiruchirappalli,Tamil Nadu,50,209,1069,540,101,35
2017-08-14,2017,8,33,Tiruchirappalli,Tamil Nadu,20,237,1149,387,274,13
2017-08-21,2017,8,34,Tiruchirappalli,Tamil Nadu,45,101,1431,461,210,34
2017-08-28,2017,8,35,Tiruchirappalli,Tamil Nadu,20,145,1260,565,376,13
2017-09-04,2017,9,36,Tiruchirappalli,Tamil Nadu,49,296,1336,296,239,34
2017-09-11,2017,9,37,Tiruchirappalli,Tamil Nadu,60,117,547,578,247,31
2017-09-18,2017,9,38,Tiruchirappalli,Tamil Nadu,40,106,917,613,166,27
2017-09-25,2017,9,39,Tiruchirappalli,Tamil Nadu,29,110,1255,627,335,19
2017-10-02,2017,10,40,Tiruchirappalli,Tamil Nadu,64,706,1175,262,299,36
2017-10-09,2017,10,41,Tiruchirappalli,Tamil Nadu,85,488,752,393,357,47
2017-10-16,2017,10,42,Tiruchirappalli,Tamil Nadu,121,358,834,203,193,67
2017-10-23,2017,10,43,Tiruchirappalli,Tamil Nadu,77,253,1330,241,294,54
2017-10-30,2017,10,44,Tiruchirappalli,Tamil Nadu,137,736,1799,260,404,67
2017-11-06,2017,11,45,Tiruchirappalli,Tamil Nadu,217,574,1419,255,178,132
2017-11-13,2017,11,46,Tiruchirappalli,Tamil Nadu,84,390,1181,298,386,55
2017-11-20,2017,11,47,Tiruchirappalli,Tamil Nadu,68,340,1316,381,221,50
2017-11-27,2017,11,48,Tiruchirappalli,Tamil Nadu,82,433,1960,512,249,61
2017-12-04,2017,12,49,Tiruchirappalli,Tamil Nadu,174,509,902,528,489,99
2017-12-11,2017,12,50,Tiruchirappalli,Tamil Nadu,74,502,897,510,505,49
2017-12-18,2017,12,51,Tiruchirappalli,Tamil Nadu,77,638,1155,483,159,56
2017-12-25,2017,12,52,Tiruchirappalli,Tamil Nadu,106,484,1068,351,441,66
2018-01-01,2018,1,1,Tiruchirappalli,Tamil Nadu,40,335,1312,449,194,23
2018-01-08,2018,1,2,Tiruchirappalli,Tamil Nadu,22,139,913,375,659,10
2018-01-15,2018,1,3,Tiruchirappalli,Tamil Nadu,36,269,583,344,521,24
2018-01-22,2018,1,4,Tiruchirappalli,Tamil Nadu,19,110,777,245,647,12
2018-01-29,2018,1,5,Tiruchirappalli,Tamil Nadu,43,160,1042,262,513,23
2018-02-05,2018,2,6,Tiruchirappalli,Tamil Nadu,57,201,990,381,251,28
2018-02-12,2018,2,7,Tiruchirappalli,Tamil Nadu,47,155,1255,385,282,30
2018-02-19,2018,2,8,Tiruchirappalli,Tamil Nadu,29,237,1360,401,315,17
2018-02-26,2018,2,9,Tiruchirappalli,Tamil Nadu,39,281,1163,195,167,26
2018-03-05,2018,3,10,Tiruchirappalli,Tamil Nadu,39,209,893,268,386,24
2018-03-12,2018,3,11,Tiruchirappalli,Tamil Nadu,39,193,719,519,336,18
2018-03-19,2018,3,12,Tiruchirappalli,Tamil Nadu,26,190,1226,328,403,19
2018-03-26,2018,3,13,Tiruchirappalli,Tamil Nadu,29,232,696,384,165,15
2018-04-02,2018,4,14,Tiruchirappalli,Tamil Nadu,35,269,1317,472,153,28
2018-04-09,2018,4,15,Tiruchirappalli,Tamil Nadu,19,422,1308,382,155,10
2018-04-16,2018,4,16,Tiruchirappalli,Tamil Nadu,34,582,1430,254,231,16
2018-04-23,2018,4,17,Tiruchirappalli,Tamil Nadu,43,582,1352,432,373,27
2018-04-30,2018,4,18,Tiruchirappalli,Tamil Nadu,46,257,781,473,362,34
2018-05-07,2018,5,19,Tiruchirappalli,Tamil Nadu,59,381,709,416,184,26
2018-05-14,2018,5,20,Tiruchirappalli,Tamil Nadu,33,538,1364,363,95,18
2018-05-21,2018,5,21,Tiruchirappalli,Tamil Nadu,29,516,1123,454,118,13
2018-05-28,2018,5,22,Tiruchirappalli,Tamil Nadu,26,261,1268,250,153,16
2018-06-04,2018,6,23,Tiruchirappalli,Tamil Nadu,27,261,500,974,239,14
2018-06-11,2018,6,24,Tiruchirappalli,Tamil Nadu,39,230,1416,1290,162,24
2018-06-18,2018,6,25,Tiruchirappalli,Tamil Nadu,24,310,780,527,117,16
2018-06-25,2018,6,26,Tiruchirappalli,Tamil Nadu,44,240,1212,509,246,26
2018-07-02,2018,7,27,Tiruchirappalli,Tamil Nadu,57,211,565,294,210,32
2018-07-09,2018,7,28,Tiruchirappalli,Tamil Nadu,41,210,596,439,345,20
2018-07-16,2018,7,29,Tiruchirappalli,Tamil Nadu,51,285,1218,567,203,26
2018-07-23,2018,7,30,Tiruchirappalli,Tamil Nadu,46,335,555,210,437,25
2018-07-30,2018,7,31,Tiruchirappalli,Tamil Nadu,27,108,834,355,254,17
2018-08-06,2018,8,32,Tiruchirappalli,Tamil Nadu,18,179,1227,507,233,12
2018-08-13,2018,8,33,Tiruchirappalli,Tamil Nadu,43,180,1007,291,117,32
2018-08-20,2018,8,34,Tiruchirappalli,Tamil Nadu,25,161,1063,494,129,17
2018-08-27,2018,8,35,Tiruchirappalli,Tamil Nadu,32,162,870,608,132,18
2018-09-03,2018,9,36,Tiruchirappalli,Tamil Nadu,45,247,1363,373,371,23
2018-09-10,2018,9,37,Tiruchirappalli,Tamil Nadu,48,264,1098,422,163,23
2018-09-17,2018,9,38,Tiruchirappalli,Tamil Nadu,46,127,1007,411,330,31
2018-09-24,2018,9,39,Tiruchirappalli,Tamil Nadu,19,107,986,479,308,12
2018-10-01,2018,10,40,Tiruchirappalli,Tamil Nadu,156,371,1279,340,279,87
2018-10-08,2018,10,41,Tiruchirappalli,Tamil Nadu,108,376,1093,372,333,76
2018-10-15,2018,10,42,Tiruchirappalli,Tamil Nadu,96,620,1403,602,204,59
2018-10-22,2018,10,43,Tiruchirappalli,Tamil Nadu,196,614,1656,187,144,106
2018-10-29,2018,10,44,Tiruchirappalli,Tamil Nadu,181,646,1012,260,168,110
2018-11-05,2018,11,45,Tiruchirappalli,Tamil Nadu,173,254,1231,487,295,88
2018-11-12,2018,11,46,Tiruchirappalli,Tamil Nadu,106,363,2432,570,144,75
2018-11-19,2018,11,47,Tiruchirappalli,Tamil Nadu,110,455,1294,516,187,59
2018-11-26,2018,11,48,Tiruchirappalli,Tamil Nadu,56,438,2250,320,300,30
2018-12-03,2018,12,49,Tiruchirappalli,Tamil Nadu,196,374,1686,233,459,111
2018-12-10,2018,12,50,Tiruchirappalli,Tamil Nadu,65,532,1231,249,478,41
2018-12-17,2018,12,51,Tiruchirappalli,Tamil Nadu,147,370,1088,516,599,81
2018-12-24,2018,12,52,Tiruchirappalli,Tamil Nadu,171,706,2368,488,255,116
2018-12-31,2018,12,1,Tiruchirappalli,Tamil Nadu,75,815,1556,395,614,42
2019-01-07,2019,1,2,Tiruchirappalli,Tamil Nadu,24,205,1007,373,516,13
2019-01-14,2019,1,3,Tiruchirappalli,Tamil Nadu,38,179,1467,442,204,26
2019-01-21,2019,1,4,Tiruchirappalli,Tamil Nadu,26,184,644,532,619,14
2019-01-28,2019,1,5,Tiruchirappalli,Tamil Nadu,43,188,790,552,433,29
2019-02-04,2019,2,6,Tiruchirappalli,Tamil Nadu,30,278,1449,459,241,20
2019-02-11,2019,2,7,Tiruchirappalli,Tamil Nadu,58,139,754,490,417,36
2019-02-18,2019,2,8,Tiruchirappalli,Tamil Nadu,30,156,878,241,109,15
2019-02-25,2019,2,9,Tiruchirappalli,Tamil Nadu,58,146,1352,444,409,30
2019-03-04,2019,3,10,Tiruchirappalli,Tamil Nadu,60,192,1009,444,350,31
2019-03-11,2019,3,11,Tiruchirappalli,Tamil Nadu,46,161,958,501,175,28
2019-03-18,2019,3,12,Tiruchirappalli,Tamil Nadu,44,258,1543,533,134,26
2019-03-25,2019,3,13,Tiruchirappalli,Tamil Nadu,41,247,527,502,146,29
2019-04-01,2019,4,14,Tiruchirappalli,Tamil Nadu,28,500,544,317,112,18
2019-04-08,2019,4,15,Tiruchirappalli,Tamil Nadu,52,350,1440,586,196,28
2019-04-15,2019,4,16,Tiruchirappalli,Tamil Nadu,21,241,1079,305,104,11
2019-04-22,2019,4,17,Tiruchirappalli,Tamil Nadu,39,572,1327,294,138,20
2019-04-29,2019,4,18,Tiruchirappalli,Tamil Nadu,34,315,1120,394,241,24
2019-05-06,2019,5,19,Tiruchirappalli,Tamil Nadu,43,426,716,483,311,26
2019-05-13,2019,5,20,Tiruchirappalli,Tamil Nadu,43,415,591,492,230,23
2019-05-20,2019,5,21,Tiruchirappalli,Tamil Nadu,37,516,1244,370,159,26
2019-05-27,2019,5,22,Tiruchirappalli,Tamil Nadu,33,580,1135,445,165,16
2019-06-03,2019,6,23,Tiruchirappalli,Tamil Nadu,24,318,1256,539,364,12
2019-06-10,2019,6,24,Tiruchirappalli,Tamil Nadu,42,293,831,948,139,23
2019-06-17,2019,6,25,Tiruchirappalli,Tamil Nadu,47,229,933,718,192,23
2019-06-24,2019,6,26,Tiruchirappalli,Tamil Nadu,25,223,810,663,228,15
2019-07-01,2019,7,27,Tiruchirappalli,Tamil Nadu,39,218,995,244,396,23
2019-07-08,2019,7,28,Tiruchirappalli,Tamil Nadu,41,204,1292,517,100,30
2019-07-15,2019,7,29,Tiruchirappalli,Tamil Nadu,59,144,749,234,184,36
2019-07-22,2019,7,30,Tiruchirappalli,Tamil Nadu,25,96,1344,587,243,11
2019-07-29,2019,7,31,Tiruchirappalli,Tamil Nadu,37,174,977,311,124,25
2019-08-05,2019,8,32,Tiruchirappalli,Tamil Nadu,39,109,858,238,227,26
2019-08-12,2019,8,33,Tiruchirappalli,Tamil Nadu,53,202,1129,396,284,29
2019-08-19,2019,8,34,Tiruchirappalli,Tamil Nadu,39,318,504,589,255,25
2019-08-26,2019,8,35,Tiruchirappalli,Tamil Nadu,56,220,1146,419,148,24
2019-09-02,2019,9,36,Tiruchirappalli,Tamil Nadu,50,91,736,212,199,32
2019-09-09,2019,9,37,Tiruchirappalli,Tamil Nadu,30,254,869,278,140,20
2019-09-16,2019,9,38,Tiruchirappalli,Tamil Nadu,30,257,1083,443,154,15
2019-09-23,2019,9,39,Tiruchirappalli,Tamil Nadu,36,178,1255,321,110,24
2019-09-30,2019,9,40,Tiruchirappalli,Tamil Nadu,46,238,1293,585,145,35
2019-10-07,2019,10,41,Tiruchirappalli,Tamil Nadu,79,644,1646,435,277,47
2019-10-14,2019,10,42,Tiruchirappalli,Tamil Nadu,114,331,2179,363,119,65
2019-10-21,2019,10,43,Tiruchirappalli,Tamil Nadu,199,506,1673,394,322,91
2019-10-28,2019,10,44,Tiruchirappalli,Tamil Nadu,161,398,2253,567,94,106
2019-11-04,2019,11,45,Tiruchirappalli,Tamil Nadu,237,384,1882,532,133,121
2019-11-11,2019,11,46,Tiruchirappalli,Tamil Nadu,62,764,1600,227,382,27
2019-11-18,2019,11,47,Tiruchirappalli,Tamil Nadu,99,611,1226,328,239,58
2019-11-25,2019,11,48,Tiruchirappalli,Tamil Nadu,125,787,1330,209,112,64
2019-12-02,2019,12,49,Tiruchirappalli,Tamil Nadu,143,438,1607,334,647,72
2019-12-09,2019,12,50,Tiruchirappalli,Tamil Nadu,132,517,2132,451,484,73
2019-12-16,2019,12,51,Tiruchirappalli,Tamil Nadu,144,706,2207,325,640,81
2019-12-23,2019,12,52,Tiruchirappalli,Tamil Nadu,119,471,1709,502,353,69
2019-12-30,2019,12,1,Tiruchirappalli,Tamil Nadu,191,358,1092,402,706,97
2020-01-06,2020,1,2,Tiruchirappalli,Tamil Nadu,35,307,1166,472,561,22
2020-01-13,2020,1,3,Tiruchirappalli,Tamil Nadu,45,259,1504,322,542,30
2020-01-20,2020,1,4,Tiruchirappalli,Tamil Nadu,41,182,1187,395,575,24
2020-01-27,2020,1,5,Tiruchirappalli,Tamil Nadu,50,259,846,410,350,31
2020-02-03,2020,2,6,Tiruchirappalli,Tamil Nadu,42,264,692,237,170,30
2020-02-10,2020,2,7,Tiruchirappalli,Tamil Nadu,22,154,626,300,187,17
2020-02-17,2020,2,8,Tiruchirappalli,Tamil Nadu,26,125,980,305,293,17
2020-02-24,2020,2,9,Tiruchirappalli,Tamil Nadu,41,144,1051,492,293,24
2020-03-02,2020,3,10,Tiruchirappalli,Tamil Nadu,42,96,568,217,148,20
2020-03-09,2020,3,11,Tiruchirappalli,Tamil Nadu,35,114,579,330,176,18
2020-03-16,2020,3,12,Tiruchirappalli,Tamil Nadu,42,184,1345,446,244,21
2020-03-23,2020,3,13,Tiruchirappalli,Tamil Nadu,57,196,776,471,201,34
2020-03-30,2020,3,14,Tiruchirappalli,Tamil Nadu,42,145,719,493,385,25
2020-04-06,2020,4,15,Tiruchirappalli,Tamil Nadu,43,373,1202,621,321,25
2020-04-13,2020,4,16,Tiruchirappalli,Tamil Nadu,34,211,1131,552,150,20
2020-04-20,2020,4,17,Tiruchirappalli,Tamil Nadu,55,441,1475,288,362,37
2020-04-27,2020,4,18,Tiruchirappalli,Tamil Nadu,43,440,1546,354,392,24
2020-05-04,2020,5,19,Tiruchirappalli,Tamil Nadu,40,423,611,607,117,21
