unique_id,state,district,disease,no_of_cases,no_of_deaths,outbreak_start_date,reporting_date,current_status,week_number,year,week_date_range
TN/2023/33/4532,Tamil Nadu,Ramanathapuram,Fever,19,0,01-01-2023,07-01-2023,Under Surveillance,33,2023,Week 33 of 2023
TN/2023/34/4533,Tamil Nadu,Cuddalore,Dengue,15,0,01-01-2023,07-01-2023,Under Surveillance,34,2023,Week 34 of 2023
TN/2023/34/4534,Tamil Nadu,Ramanathapuram,Fever,24,0,01-01-2023,07-01-2023,Closed,34,2023,Week 34 of 2023
TN/2023/34/4535,Tamil Nadu,Tirunelveli,Acute Gastroenteritis,26,0,01-01-2023,07-01-2023,Under Control,34,2023,Week 34 of 2023
TN/2023/34/4536,Tamil Nadu,Tirunelveli,Fever,15,0,01-01-2023,07-01-2023,Under Control,34,2023,Week 34 of 2023
TN/2023/34/4537,Tamil Nadu,Chengalpattu,Scrub Typhus,9,0,01-01-2023,07-01-2023,Under Surveillance,34,2023,Week 34 of 2023
TN/2023/34/4538,Tamil Nadu,Chengalpattu,Acute Gastroenteritis,32,0,01-01-2023,07-01-2023,Under Control,34,2023,Week 34 of 2023
TN/2023/34/4539,Tamil Nadu,Chengalpattu,Fever,17,0,01-01-2023,07-01-2023,Closed,34,2023,Week 34 of 2023
TN/2023/35/4540,Tamil Nadu,Nagapattinam,Dengue,8,0,01-01-2023,07-01-2023,Under Surveillance,35,2023,Week 35 of 2023
TN/2023/35/4541,Tamil Nadu,Tenkasi,Scrub Typhus,10,0,01-01-2023,07-01-2023,Under Surveillance,35,2023,Week 35 of 2023
TN/2023/35/4542,Tamil Nadu,Tenkasi,Acute Gastroenteritis,28,0,01-01-2023,07-01-2023,Closed,35,2023,Week 35 of 2023
TN/2023/35/4543,Tamil Nadu,Tenkasi,Fever,16,0,01-01-2023,07-01-2023,Under Control,35,2023,Week 35 of 2023
TN/2023/35/4544,Tamil Nadu,Tirupathur,Scrub Typhus,5,0,01-01-2023,07-01-2023,Under Surveillance,35,2023,Week 35 of 2023
TN/2023/36/4545,Tamil Nadu,The Nilgiris,Dengue,20,0,01-01-2023,07-01-2023,Under Surveillance,36,2023,Week 36 of 2023
TN/2023/36/4546,Tamil Nadu,The Nilgiris,Scrub Typhus,20,0,01-01-2023,07-01-2023,Under Surveillance,36,2023,Week 36 of 2023
TN/2023/36/4547,Tamil Nadu,Virudhunagar,Dengue,32,0,01-01-2023,07-01-2023,Under Control,36,2023,Week 36 of 2023
TN/2023/36/4548,Tamil Nadu,Virudhunagar,Scrub Typhus,18,0,01-01-2023,07-01-2023,Under Surveillance,36,2023,Week 36 of 2023
TN/2023/36/4549,Tamil Nadu,Virudhunagar,Acute Gastroenteritis,22,0,01-01-2023,07-01-2023,Under Control,36,2023,Week 36 of 2023
TN/2023/36/4550,Tamil Nadu,Virudhunagar,Fever,24,0,01-01-2023,07-01-2023,Under Control,36,2023,Week 36 of 2023
TN/2023/36/4551,Tamil Nadu,Tiruvannamalai,Dengue,30,0,01-01-2023,07-01-2023,Closed,36,2023,Week 36 of 2023
TN/2023/36/4552,Tamil Nadu,Tiruvannamalai,Scrub Typhus,14,0,01-01-2023,07-01-2023,Under Surveillance,36,2023,Week 36 of 2023
TN/2023/36/4553,Tamil Nadu,Ariyalur,Fever,24,0,01-01-2023,07-01-2023,Under Control,36,2023,Week 36 of 2023
TN/2023/36/4554,Tamil Nadu,Chengalpattu,Dengue,32,0,01-01-2023,07-01-2023,Under Control,36,2023,Week 36 of 2023
TN/2023/36/4555,Tamil Nadu,Chengalpattu,Acute Gastroenteritis,26,0,01-01-2023,07-01-2023,Closed,36,2023,Week 36 of 2023
TN/2023/37/4556,Tamil Nadu,Theni,Dengue,31,0,01-01-2023,07-01-2023,Under Surveillance,37,2023,Week 37 of 2023
TN/2023/37/4557,Tamil Nadu,Theni,Scrub Typhus,16,0,01-01-2023,07-01-2023,Closed,37,2023,Week 37 of 2023
TN/2023/37/4558,Tamil Nadu,Theni,Acute Gastroenteritis,18,0,01-01-2023,07-01-2023,Under Surveillance,37,2023,Week 37 of 2023
TN/2023/37/4559,Tamil Nadu,Tiruppur,Dengue,21,0,01-01-2023,07-01-2023,Under Control,37,2023,Week 37 of 2023
TN/2023/37/4560,Tamil Nadu,Tiruppur,Scrub Typhus,22,0,01-01-2023,07-01-2023,Under Control,37,2023,Week 37 of 2023
TN/2023/37/4561,Tamil Nadu,Tiruppur,Acute Gastroenteritis,24,0,01-01-2023,07-01-2023,Under Surveillance,37,2023,Week 37 of 2023
TN/2023/38/4562,Tamil Nadu,Kallakurichi,Scrub Typhus,22,0,01-01-2023,07-01-2023,Under Control,38,2023,Week 38 of 2023
TN/2023/38/4563,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,24,0,01-01-2023,07-01-2023,Under Surveillance,38,2023,Week 38 of 2023
TN/2023/38/4564,Tamil Nadu,Ariyalur,Scrub Typhus,26,0,01-01-2023,07-01-2023,Under Surveillance,38,2023,Week 38 of 2023
TN/2023/38/4565,Tamil Nadu,Ariyalur,Acute Gastroenteritis,22,0,01-01-2023,07-01-2023,Under Surveillance,38,2023,Week 38 of 2023
TN/2023/38/4566,Tamil Nadu,Perambalur,Dengue,40,0,01-01-2023,07-01-2023,Under Control,38,2023,Week 38 of 2023
TN/2023/38/4567,Tamil Nadu,Dharmapuri,Acute Gastroenteritis,20,0,01-01-2023,07-01-2023,Closed,38,2023,Week 38 of 2023
TN/2023/38/4568,Tamil Nadu,Kanniyakumari,Dengue,28,0,01-01-2023,07-01-2023,Closed,38,2023,Week 38 of 2023
TN/2023/38/4569,Tamil Nadu,Kanniyakumari,Acute Gastroenteritis,12,0,01-01-2023,07-01-2023,Closed,38,2023,Week 38 of 2023
TN/2023/38/4570,Tamil Nadu,Sivaganga,Dengue,31,0,01-01-2023,07-01-2023,Under Control,38,2023,Week 38 of 2023
TN/2023/38/4571,Tamil Nadu,Sivaganga,Fever,23,0,01-01-2023,07-01-2023,Under Control,38,2023,Week 38 of 2023
TN/2023/39/4572,Tamil Nadu,Karur,Fever,19,0,01-01-2023,07-01-2023,Closed,39,2023,Week 39 of 2023
TN/2023/39/4573,Tamil Nadu,Tirupathur,Acute Gastroenteritis,18,0,01-01-2023,07-01-2023,Under Control,39,2023,Week 39 of 2023
TN/2023/39/4574,Tamil Nadu,Tirupathur,Fever,21,0,01-01-2023,07-01-2023,Under Surveillance,39,2023,Week 39 of 2023
TN/2023/39/4575,Tamil Nadu,Sivaganga,Fever,24,0,01-01-2023,07-01-2023,Closed,39,2023,Week 39 of 2023
TN/2023/39/4576,Tamil Nadu,Kanchipuram,Scrub Typhus,17,0,01-01-2023,07-01-2023,Under Control,39,2023,Week 39 of 2023
TN/2023/39/4577,Tamil Nadu,Kanchipuram,Acute Gastroenteritis,20,0,01-01-2023,07-01-2023,Closed,39,2023,Week 39 of 2023
TN/2023/39/4578,Tamil Nadu,Kanchipuram,Fever,15,0,01-01-2023,07-01-2023,Under Control,39,2023,Week 39 of 2023
TN/2023/39/4579,Tamil Nadu,Dindigul,Scrub Typhus,14,0,01-01-2023,07-01-2023,Closed,39,2023,Week 39 of 2023
TN/2023/40/4580,Tamil Nadu,Krishnagiri,Dengue,92,0,01-01-2023,07-01-2023,Under Surveillance,40,2023,Week 40 of 2023
TN/2023/40/4581,Tamil Nadu,Krishnagiri,Scrub Typhus,47,0,01-01-2023,07-01-2023,Under Control,40,2023,Week 40 of 2023
TN/2023/40/4582,Tamil Nadu,Perambalur,Scrub Typhus,41,0,01-01-2023,07-01-2023,Under Surveillance,40,2023,Week 40 of 2023
TN/2023/40/4583,Tamil Nadu,Chennai,Scrub Typhus,44,0,01-01-2023,07-01-2023,Closed,40,2023,Week 40 of 2023
TN/2023/40/4584,Tamil Nadu,Chennai,Acute Gastroenteritis,12,0,01-01-2023,07-01-2023,Closed,40,2023,Week 40 of 2023
TN/2023/40/4585,Tamil Nadu,Kallakurichi,Dengue,92,0,01-01-2023,07-01-2023,Closed,40,2023,Week 40 of 2023
TN/2023/40/4586,Tamil Nadu,Kallakurichi,Scrub Typhus,48,0,01-01-2023,07-01-2023,Under Surveillance,40,2023,Week 40 of 2023
TN/2023/41/4587,Tamil Nadu,Vellore,Acute Gastroenteritis,20,0,01-01-2023,07-01-2023,Under Surveillance,41,2023,Week 41 of 2023
TN/2023/41/4588,Tamil Nadu,Nagapattinam,Dengue,92,0,01-01-2023,07-01-2023,Under Control,41,2023,Week 41 of 2023
TN/2023/41/4589,Tamil Nadu,Nagapattinam,Acute Gastroenteritis,17,0,01-01-2023,07-01-2023,Under Surveillance,41,2023,Week 41 of 2023
TN/2023/41/4590,Tamil Nadu,Tenkasi,Dengue,97,0,01-01-2023,07-01-2023,Under Control,41,2023,Week 41 of 2023
TN/2023/41/4591,Tamil Nadu,Tenkasi,Scrub Typhus,47,0,01-01-2023,07-01-2023,Closed,41,2023,Week 41 of 2023
TN/2023/41/4592,Tamil Nadu,Tenkasi,Acute Gastroenteritis,14,0,01-01-2023,07-01-2023,Under Control,41,2023,Week 41 of 2023
TN/2023/41/4593,Tamil Nadu,Krishnagiri,Acute Gastroenteritis,18,0,01-01-2023,07-01-2023,Closed,41,2023,Week 41 of 2023
TN/2023/41/4594,Tamil Nadu,Krishnagiri,Fever,24,0,01-01-2023,07-01-2023,Under Surveillance,41,2023,Week 41 of 2023
TN/2023/41/4595,Tamil Nadu,Theni,Fever,31,0,01-01-2023,07-01-2023,Under Surveillance,41,2023,Week 41 of 2023
TN/2023/41/4596,Tamil Nadu,Kanchipuram,Acute Gastroenteritis,15,0,01-01-2023,07-01-2023,Under Control,41,2023,Week 41 of 2023
TN/2023/41/4597,Tamil Nadu,Tiruvarur,Dengue,65,0,01-01-2023,07-01-2023,Under Surveillance,41,2023,Week 41 of 2023
TN/2023/41/4598,Tamil Nadu,Tiruvarur,Acute Gastroenteritis,18,0,01-01-2023,07-01-2023,Closed,41,2023,Week 41 of 2023
TN/2023/41/4599,Tamil Nadu,Tiruvarur,Fever,30,0,01-01-2023,07-01-2023,Under Control,41,2023,Week 41 of 2023
TN/2023/42/4600,Tamil Nadu,Ranipet,Dengue,70,0,01-01-2023,07-01-2023,Under Surveillance,42,2023,Week 42 of 2023
TN/2023/42/4601,Tamil Nadu,Ranipet,Fever,32,0,01-01-2023,07-01-2023,Under Surveillance,42,2023,Week 42 of 2023
TN/2023/42/4602,Tamil Nadu,The Nilgiris,Dengue,69,0,01-01-2023,07-01-2023,Closed,42,2023,Week 42 of 2023
TN/2023/42/4603,Tamil Nadu,The Nilgiris,Scrub Typhus,39,0,01-01-2023,07-01-2023,Under Control,42,2023,Week 42 of 2023
TN/2023/42/4604,Tamil Nadu,Kanniyakumari,Scrub Typhus,46,0,01-01-2023,07-01-2023,Under Control,42,2023,Week 42 of 2023
TN/2023/42/4605,Tamil Nadu,Kanniyakumari,Acute Gastroenteritis,14,0,01-01-2023,07-01-2023,Closed,42,2023,Week 42 of 2023
TN/2023/42/4606,Tamil Nadu,Kanniyakumari,Fever,40,0,01-01-2023,07-01-2023,Under Control,42,2023,Week 42 of 2023
TN/2023/43/4607,Tamil Nadu,Thiruvallur,Acute Gastroenteritis,17,0,01-01-2023,07-01-2023,Closed,43,2023,Week 43 of 2023
TN/2023/43/4608,Tamil Nadu,Tiruppur,Scrub Typhus,40,0,01-01-2023,07-01-2023,Under Control,43,2023,Week 43 of 2023
TN/2023/43/4609,Tamil Nadu,Coimbatore,Acute Gastroenteritis,18,0,01-01-2023,07-01-2023,Under Control,43,2023,Week 43 of 2023
TN/2023/43/4610,Tamil Nadu,Kanniyakumari,Dengue,85,0,01-01-2023,07-01-2023,Under Control,43,2023,Week 43 of 2023
TN/2023/44/4611,Tamil Nadu,Erode,Acute Gastroenteritis,10,0,01-01-2023,07-01-2023,Closed,44,2023,Week 44 of 2023
TN/2023/44/4612,Tamil Nadu,Tuticorin,Dengue,78,0,01-01-2023,07-01-2023,Closed,44,2023,Week 44 of 2023
TN/2023/44/4613,Tamil Nadu,Tuticorin,Acute Gastroenteritis,16,0,01-01-2023,07-01-2023,Closed,44,2023,Week 44 of 2023
TN/2023/44/4614,Tamil Nadu,Tuticorin,Fever,26,0,01-01-2023,07-01-2023,Under Control,44,2023,Week 44 of 2023
TN/2023/44/4615,Tamil Nadu,Pudukkottai,Scrub Typhus,48,0,01-01-2023,07-01-2023,Closed,44,2023,Week 44 of 2023
TN/2023/44/4616,Tamil Nadu,Pudukkottai,Acute Gastroenteritis,14,0,01-01-2023,07-01-2023,Under Surveillance,44,2023,Week 44 of 2023
TN/2023/44/4617,Tamil Nadu,Pudukkottai,Fever,33,0,01-01-2023,07-01-2023,Under Control,44,2023,Week 44 of 2023
TN/2023/44/4618,Tamil Nadu,Thiruvallur,Acute Gastroenteritis,18,0,01-01-2023,07-01-2023,Under Control,44,2023,Week 44 of 2023
TN/2023/44/4619,Tamil Nadu,Thiruvallur,Fever,35,0,01-01-2023,07-01-2023,Under Control,44,2023,Week 44 of 2023
TN/2023/44/4620,Tamil Nadu,Salem,Dengue,76,0,01-01-2023,07-01-2023,Under Surveillance,44,2023,Week 44 of 2023
TN/2023/44/4621,Tamil Nadu,Salem,Acute Gastroenteritis,15,0,01-01-2023,07-01-2023,Under Surveillance,44,2023,Week 44 of 2023
TN/2023/45/4622,Tamil Nadu,Krishnagiri,Acute Gastroenteritis,11,0,01-01-2023,07-01-2023,Under Control,45,2023,Week 45 of 2023
TN/2023/45/4623,Tamil Nadu,Namakkal,Dengue,70,0,01-01-2023,07-01-2023,Under Surveillance,45,2023,Week 45 of 2023
TN/2023/45/4624,Tamil Nadu,Namakkal,Fever,32,0,01-01-2023,07-01-2023,Under Control,45,2023,Week 45 of 2023
TN/2023/45/4625,Tamil Nadu,Villupuram,Acute Gastroenteritis,8,0,01-01-2023,07-01-2023,Under Surveillance,45,2023,Week 45 of 2023
TN/2023/45/4626,Tamil Nadu,Cuddalore,Scrub Typhus,42,0,01-01-2023,07-01-2023,Under Control,45,2023,Week 45 of 2023
TN/2023/45/4627,Tamil Nadu,Cuddalore,Acute Gastroenteritis,10,0,01-01-2023,07-01-2023,Under Surveillance,45,2023,Week 45 of 2023
TN/2023/45/4628,Tamil Nadu,The Nilgiris,Dengue,64,0,01-01-2023,07-01-2023,Closed,45,2023,Week 45 of 2023
TN/2023/45/4629,Tamil Nadu,The Nilgiris,Scrub Typhus,38,0,01-01-2023,07-01-2023,Closed,45,2023,Week 45 of 2023
TN/2023/46/4630,Tamil Nadu,Thiruvallur,Scrub Typhus,48,0,01-01-2023,07-01-2023,Closed,46,2023,Week 46 of 2023
TN/2023/46/4631,Tamil Nadu,Tiruvannamalai,Dengue,56,0,01-01-2023,07-01-2023,Under Surveillance,46,2023,Week 46 of 2023
TN/2023/46/4632,Tamil Nadu,Tiruvannamalai,Scrub Typhus,29,0,01-01-2023,07-01-2023,Closed,46,2023,Week 46 of 2023
TN/2023/47/4633,Tamil Nadu,Cuddalore,Scrub Typhus,35,0,01-01-2023,07-01-2023,Closed,47,2023,Week 47 of 2023
TN/2023/47/4634,Tamil Nadu,Cuddalore,Acute Gastroenteritis,7,0,01-01-2023,07-01-2023,Under Surveillance,47,2023,Week 47 of 2023
TN/2023/47/4635,Tamil Nadu,Pudukkottai,Dengue,66,0,01-01-2023,07-01-2023,Under Control,47,2023,Week 47 of 2023
TN/2023/47/4636,Tamil Nadu,Pudukkottai,Acute Gastroenteritis,11,0,01-01-2023,07-01-2023,Closed,47,2023,Week 47 of 2023
TN/2023/47/4637,Tamil Nadu,Kanchipuram,Acute Gastroenteritis,11,0,01-01-2023,07-01-2023,Under Control,47,2023,Week 47 of 2023
TN/2023/47/4638,Tamil Nadu,Kanchipuram,Fever,28,0,01-01-2023,07-01-2023,Under Control,47,2023,Week 47 of 2023
TN/2023/48/4639,Tamil Nadu,Villupuram,Fever,36,0,01-01-2023,07-01-2023,Closed,48,2023,Week 48 of 2023
TN/2023/48/4640,Tamil Nadu,Salem,Dengue,62,0,01-01-2023,07-01-2023,Closed,48,2023,Week 48 of 2023
TN/2023/48/4641,Tamil Nadu,Tiruvarur,Scrub Typhus,34,0,01-01-2023,07-01-2023,Closed,48,2023,Week 48 of 2023
TN/2023/48/4642,Tamil Nadu,Pudukkottai,Fever,32,1,01-01-2023,07-01-2023,Closed,48,2023,Week 48 of 2023
TN/2023/49/4643,Tamil Nadu,Karur,Fever,64,0,01-01-2023,07-01-2023,Under Control,49,2023,Week 49 of 2023
TN/2023/49/4644,Tamil Nadu,Tirupathur,Scrub Typhus,17,0,01-01-2023,07-01-2023,Under Surveillance,49,2023,Week 49 of 2023
TN/2023/49/4645,Tamil Nadu,Salem,Dengue,41,0,01-01-2023,07-01-2023,Closed,49,2023,Week 49 of 2023
TN/2023/49/4646,Tamil Nadu,Tuticorin,Acute Gastroenteritis,10,0,01-01-2023,07-01-2023,Under Surveillance,49,2023,Week 49 of 2023
TN/2023/50/4647,Tamil Nadu,Cuddalore,Dengue,38,0,01-01-2023,07-01-2023,Closed,50,2023,Week 50 of 2023
TN/2023/50/4648,Tamil Nadu,Cuddalore,Scrub Typhus,17,0,01-01-2023,07-01-2023,Closed,50,2023,Week 50 of 2023
TN/2023/50/4649,Tamil Nadu,Cuddalore,Acute Gastroenteritis,10,0,01-01-2023,07-01-2023,Under Surveillance,50,2023,Week 50 of 2023
TN/2023/50/4650,Tamil Nadu,Coimbatore,Scrub Typhus,13,0,01-01-2023,07-01-2023,Under Surveillance,50,2023,Week 50 of 2023
TN/2023/50/4651,Tamil Nadu,Tiruppur,Dengue,39,0,01-01-2023,07-01-2023,Under Control,50,2023,Week 50 of 2023
TN/2023/50/4652,Tamil Nadu,Tiruppur,Acute Gastroenteritis,6,0,01-01-2023,07-01-2023,Under Surveillance,50,2023,Week 50 of 2023
TN/2023/50/4653,Tamil Nadu,Kanniyakumari,Acute Gastroenteritis,12,0,01-01-2023,07-01-2023,Under Control,50,2023,Week 50 of 2023
TN/2023/51/4654,Tamil Nadu,Vellore,Dengue,32,0,01-01-2023,07-01-2023,Under Control,51,2023,Week 51 of 2023
TN/2023/51/4655,Tamil Nadu,Ramanathapuram,Dengue,36,0,01-01-2023,07-01-2023,Under Surveillance,51,2023,Week 51 of 2023
TN/2023/51/4656,Tamil Nadu,Thanjavur,Acute Gastroenteritis,6,0,01-01-2023,07-01-2023,Closed,51,2023,Week 51 of 2023
TN/2023/51/4657,Tamil Nadu,Thanjavur,Fever,64,0,01-01-2023,07-01-2023,Closed,51,2023,Week 51 of 2023
TN/2023/51/4658,Tamil Nadu,Tiruppur,Dengue,40,0,01-01-2023,07-01-2023,Under Control,51,2023,Week 51 of 2023
TN/2023/51/4659,Tamil Nadu,Tiruppur,Scrub Typhus,19,0,01-01-2023,07-01-2023,Under Surveillance,51,2023,Week 51 of 2023
TN/2023/51/4660,Tamil Nadu,Kallakurichi,Acute Gastroenteritis,6,0,01-01-2023,07-01-2023,Under Surveillance,51,2023,Week 51 of 2023
TN/2023/51/4661,Tamil Nadu,Kallakurichi,Fever,74,0,01-01-2023,07-01-2023,Closed,51,2023,Week 51 of 2023
TN/2023/51/4662,Tamil Nadu,Ariyalur,Dengue,46,0,01-01-2023,07-01-2023,Under Control,51,2023,Week 51 of 2023
TN/2023/51/4663,Tamil Nadu,Villupuram,Scrub Typhus,16,0,01-01-2023,07-01-2023,Under Surveillance,51,2023,Week 51 of 2023
TN/2023/51/4664,Tamil Nadu,Tiruvannamalai,Acute Gastroenteritis,11,0,01-01-2023,07-01-2023,Under Surveillance,51,2023,Week 51 of 2023
TN/2023/52/4665,Tamil Nadu,Salem,Dengue,41,0,01-01-2023,07-01-2023,Closed,52,2023,Week 52 of 2023
TN/2023/52/4666,Tamil Nadu,Chengalpattu,Fever,70,0,01-01-2023,07-01-2023,Under Control,52,2023,Week 52 of 2023
TN/2023/52/4667,Tamil Nadu,Tirupathur,Fever,71,0,01-01-2023,07-01-2023,Closed,52,2023,Week 52 of 2023
TN/2023/52/4668,Tamil Nadu,Madurai,Scrub Typhus,17,0,01-01-2023,07-01-2023,Under Surveillance,52,2023,Week 52 of 2023
TN/2023/52/4669,Tamil Nadu,Madurai,Acute Gastroenteritis,9,0,01-01-2023,07-01-2023,Under Control,52,2023,Week 52 of 2023
TN/2023/52/4670,Tamil Nadu,Tiruvarur,Dengue,38,0,01-01-2023,07-01-2023,Under Control,52,2023,Week 52 of 2023
TN/2023/52/4671,Tamil Nadu,Tuticorin,Dengue,38,0,01-01-2023,07-01-2023,Under Surveillance,52,2023,Week 52 of 2023
TN/2023/53/4672,Tamil Nadu,Tiruchirappalli,Dengue,40,0,01-01-2023,07-01-2023,Under Surveillance,53,2023,Week 53 of 2023
TN/2023/53/4673,Tamil Nadu,The Nilgiris,Scrub Typhus,19,0,01-01-2023,07-01-2023,Under Surveillance,53,2023,Week 53 of 2023
TN/2023/53/4674,Tamil Nadu,Tirunelveli,Scrub Typhus,16,0,01-01-2023,07-01-2023,Under Surveillance,53,2023,Week 53 of 2023
TN/2023/53/4675,Tamil Nadu,Tirunelveli,Acute Gastroenteritis,10,0,01-01-2023,07-01-2023,Closed,53,2023,Week 53 of 2023
TN/2023/53/4676,Tamil Nadu,Thanjavur,Dengue,54,0,01-01-2023,07-01-2023,Under Surveillance,53,2023,Week 53 of 2023
TN/2023/53/4677,Tamil Nadu,Thanjavur,Acute Gastroenteritis,8,0,01-01-2023,07-01-2023,Closed,53,2023,Week 53 of 2023
TN/2023/53/4678,Tamil Nadu,Thanjavur,Fever,66,0,01-01-2023,07-01-2023,Under Control,53,2023,Week 53 of 2023
TN/2023/53/4679,Tamil Nadu,Tirupathur,Dengue,35,0,01-01-2023,07-01-2023,Under Control,53,2023,Week 53 of 2023
TN/2023/53/4680,Tamil Nadu,Tirupathur,Scrub Typhus,15,0,01-01-2023,07-01-2023,Closed,53,2023,Week 53 of 2023
TN/2023/53/4681,Tamil Nadu,Tirupathur,Acute Gastroenteritis,10,0,01-01-2023,07-01-2023,Under Control,53,2023,Week 53 of 2023
TN/2023/53/4682,Tamil Nadu,Tirupathur,Fever,69,0,01-01-2023,07-01-2023,Under Control,53,2023,Week 53 of 2023
TN/2023/53/4683,Tamil Nadu,Ranipet,Scrub Typhus,18,0,01-01-2023,07-01-2023,Under Surveillance,53,2023,Week 53 of 2023
TN/2024/1/4684,Tamil Nadu,Erode,Scrub Typhus,8,0,01-01-2024,07-01-2024,Under Control,1,2024,Week 1 of 2024
TN/2024/1/4685,Tamil Nadu,Erode,Acute Gastroenteritis,12,0,01-01-2024,07-01-2024,Under Surveillance,1,2024,Week 1 of 2024
TN/2024/1/4686,Tamil Nadu,Kanniyakumari,Fever,53,0,01-01-2024,07-01-2024,Closed,1,2024,Week 1 of 2024
TN/2024/1/4687,Tamil Nadu,Tiruchirappalli,Dengue,9,0,01-01-2024,07-01-2024,Under Surveillance,1,2024,Week 1 of 2024
TN/2024/1/4688,Tamil Nadu,Tiruchirappalli,Scrub Typhus,2,0,01-01-2024,07-01-2024,Under Surveillance,1,2024,Week 1 of 2024
TN/2024/1/4689,Tamil Nadu,Tiruchirappalli,Acute Gastroenteritis,10,0,01-01-2024,07-01-2024,Closed,1,2024,Week 1 of 2024
TN/2024/1/4690,Tamil Nadu,Tiruchirappalli,Fever,76,0,01-01-2024,07-01-2024,Under Surveillance,1,2024,Week 1 of 2024
TN/2024/1/4691,Tamil Nadu,Tuticorin,Acute Gastroenteritis,7,0,01-01-2024,07-01-2024,Under Control,1,2024,Week 1 of 2024
TN/2024/1/4692,Tamil Nadu,Tuticorin,Fever,57,0,01-01-2024,07-01-2024,Closed,1,2024,Week 1 of 2024
TN/2024/1/4693,Tamil Nadu,Ramanathapuram,Dengue,13,0,01-01-2024,07-01-2024,Closed,1,2024,Week 1 of 2024
TN/2024/1/4694,Tamil Nadu,Dharmapuri,Acute Gastroenteritis,10,0,01-01-2024,07-01-2024,Closed,1,2024,Week 1 of 2024
TN/2024/2/4695,Tamil Nadu,Vellore,Dengue,13,0,01-01-2024,07-01-2024,Under Surveillance,2,2024,Week 2 of 2024
TN/2024/2/4696,Tamil Nadu,Perambalur,Dengue,12,0,01-01-2024,07-01-2024,Under Surveillance,2,2024,Week 2 of 2024
TN/2024/2/4697,Tamil Nadu,Perambalur,Acute Gastroenteritis,11,0,01-01-2024,07-01-2024,Under Control,2,2024,Week 2 of 2024
TN/2024/2/4698,Tamil Nadu,Perambalur,Fever,56,0,01-01-2024,07-01-2024,Under Surveillance,2,2024,Week 2 of 2024
TN/2024/2/4699,Tamil Nadu,Tiruvannamalai,Acute Gastroenteritis,8,0,01-01-2024,07-01-2024,Closed,2,2024,Week 2 of 2024
TN/2024/2/4700,Tamil Nadu,Tiruvannamalai,Fever,64,0,01-01-2024,07-01-2024,Under Control,2,2024,Week 2 of 2024
TN/2024/2/4701,Tamil Nadu,Cuddalore,Scrub Typhus,6,0,01-01-2024,07-01-2024,Under Surveillance,2,2024,Week 2 of 2024
TN/2024/2/4702,Tamil Nadu,Cuddalore,Acute Gastroenteritis,5,0,01-01-2024,07-01-2024,Closed,2,2024,Week 2 of 2024
TN/2024/2/4703,Tamil Nadu,Cuddalore,Fever,60,0,01-01-2024,07-01-2024,Under Surveillance,2,2024,Week 2 of 2024
TN/2024/3/4704,Tamil Nadu,Madurai,Dengue,7,0,01-01-2024,07-01-2024,Under Surveillance,3,2024,Week 3 of 2024
TN/2024/3/4705,Tamil Nadu,Madurai,Fever,52,0,01-01-2024,07-01-2024,Closed,3,2024,Week 3 of 2024
TN/2024/3/4706,Tamil Nadu,Virudhunagar,Dengue,19,0,01-01-2024,07-01-2024,Under Surveillance,3,2024,Week 3 of 2024
TN/2024/3/4707,Tamil Nadu,Virudhunagar,Fever,61,0,01-01-2024,07-01-2024,Under Surveillance,3,2024,Week 3 of 2024
TN/2024/3/4708,Tamil Nadu,Nagapattinam,Acute Gastroenteritis,14,0,01-01-2024,07-01-2024,Under Control,3,2024,Week 3 of 2024
TN/2024/3/4709,Tamil Nadu,The Nilgiris,Dengue,5,0,01-01-2024,07-01-2024,Closed,3,2024,Week 3 of 2024
TN/2024/3/4710,Tamil Nadu,The Nilgiris,Acute Gastroenteritis,6,1,01-01-2024,07-01-2024,Under Control,3,2024,Week 3 of 2024
TN/2024/3/4711,Tamil Nadu,Kanniyakumari,Scrub Typhus,2,0,01-01-2024,07-01-2024,Under Control,3,2024,Week 3 of 2024
TN/2024/3/4712,Tamil Nadu,Kanniyakumari,Acute Gastroenteritis,8,0,01-01-2024,07-01-2024,Under Surveillance,3,2024,Week 3 of 2024
TN/2024/3/4713,Tamil Nadu,Kanniyakumari,Fever,70,0,01-01-2024,07-01-2024,Under Surveillance,3,2024,Week 3 of 2024
TN/2024/3/4714,Tamil Nadu,Karur,Fever,66,0,01-01-2024,07-01-2024,Closed,3,2024,Week 3 of 2024
TN/2024/3/4715,Tamil Nadu,Tiruvarur,Scrub Typhus,6,0,01-01-2024,07-01-2024,Under Control,3,2024,Week 3 of 2024
TN/2024/3/4716,Tamil Nadu,Tiruvarur,Fever,55,0,01-01-2024,07-01-2024,Closed,3,2024,Week 3 of 2024
TN/2024/4/4717,Tamil Nadu,Chengalpattu,Fever,66,0,01-01-2024,07-01-2024,Under Control,4,2024,Week 4 of 2024
TN/2024/5/4718,Tamil Nadu,Krishnagiri,Scrub Typhus,3,0,01-01-2024,07-01-2024,Under Surveillance,5,2024,Week 5 of 2024
TN/2024/5/4719,Tamil Nadu,Krishnagiri,Acute Gastroenteritis,8,0,01-01-2024,07-01-2024,Under Control,5,2024,Week 5 of 2024
