date,year,month,fortnight,district,state,aedes_larval_index,house_index,container_index,risk_level
2025-06-05,2025,6,1,Tiruvarur,Tamil Nadu,16.47,10.01,8.78,High
2025-06-19,2025,6,2,Tiruvarur,Tamil Nadu,10.85,9.63,6.21,Medium
2025-07-03,2025,7,1,Tiruvarur,Tamil Nadu,9.6,7.25,4.98,Medium
2025-07-17,2025,7,2,Tiruvarur,Tamil Nadu,8.14,5.37,4.48,Medium
2025-07-31,2025,7,2,Tiruvarur,Tamil Nadu,7.45,6.13,4.31,Low
2025-08-14,2025,8,1,Tiruvarur,Tamil Nadu,10.25,8.89,6.0,Medium
2025-08-28,2025,8,2,Tiruvarur,Tamil Nadu,22.34,13.71,13.17,High
2025-09-11,2025,9,1,Tiruvarur,Tamil Nadu,12.12,10.57,4.97,Medium
2025-09-25,2025,9,2,Tiruvarur,Tamil Nadu,11.75,10.4,8.1,Medium
2025-10-09,2025,10,1,Tiruvarur,Tamil Nadu,30.44,24.8,14.2,High
2025-10-23,2025,10,2,Tiruvarur,Tamil Nadu,28.24,24.3,12.15,High
2025-11-06,2025,11,1,Tiruvarur,Tamil Nadu,48.36,29.37,19.98,High
2025-11-20,2025,11,2,Tiruvarur,Tamil Nadu,16.39,13.77,8.02,High
2025-12-04,2025,12,1,Tiruvarur,Tamil Nadu,47.95,40.1,26.3,High
2025-12-18,2025,12,2,Tiruvarur,Tamil Nadu,52.47,31.66,29.93,High
2015-01-01,2015,1,1,Tuticorin,Tamil Nadu,2.55,2.11,1.22,Low
2015-01-15,2015,1,1,Tuticorin,Tamil Nadu,3.21,2.55,1.88,Low
2015-01-29,2015,1,2,Tuticorin,Tamil Nadu,2.73,1.86,1.8,Low
2015-02-12,2015,2,1,Tuticorin,Tamil Nadu,2.42,1.58,1.41,Low
2015-02-26,2015,2,2,Tuticorin,Tamil Nadu,3.7,2.62,2.21,Low
2015-03-12,2015,3,1,Tuticorin,Tamil Nadu,3.07,1.9,1.8,Low
2015-03-26,2015,3,2,Tuticorin,Tamil Nadu,3.57,3.2,1.46,Low
2015-04-09,2015,4,1,Tuticorin,Tamil Nadu,5.31,3.85,2.14,Low
2015-04-23,2015,4,2,Tuticorin,Tamil Nadu,5.55,3.53,2.85,Low
2015-05-07,2015,5,1,Tuticorin,Tamil Nadu,4.66,3.3,2.55,Low
2015-05-21,2015,5,2,Tuticorin,Tamil Nadu,4.26,3.26,2.01,Low
2015-06-04,2015,6,1,Tuticorin,Tamil Nadu,12.91,11.05,6.03,Medium
2015-06-18,2015,6,2,Tuticorin,Tamil Nadu,8.26,6.56,4.7,Medium
2015-07-02,2015,7,1,Tuticorin,Tamil Nadu,7.94,6.29,3.24,Low
2015-07-16,2015,7,2,Tuticorin,Tamil Nadu,7.82,5.94,3.18,Low
2015-07-30,2015,7,2,Tuticorin,Tamil Nadu,8.02,6.39,5.03,Medium
2015-08-13,2015,8,1,Tuticorin,Tamil Nadu,10.58,9.49,6.16,Medium
2015-08-27,2015,8,2,Tuticorin,Tamil Nadu,11.6,7.83,6.63,Medium
2015-09-10,2015,9,1,Tuticorin,Tamil Nadu,14.63,11.06,8.76,Medium
2015-09-24,2015,9,2,Tuticorin,Tamil Nadu,12.75,9.13,6.19,Medium
2015-10-08,2015,10,1,Tuticorin,Tamil Nadu,19.88,14.07,9.09,High
2015-10-22,2015,10,2,Tuticorin,Tamil Nadu,24.46,20.94,15.2,High
2015-11-05,2015,11,1,Tuticorin,Tamil Nadu,27.81,24.25,11.75,High
2015-11-19,2015,11,2,Tuticorin,Tamil Nadu,38.45,24.54,16.72,High
2015-12-03,2015,12,1,Tuticorin,Tamil Nadu,41.5,33.13,24.08,High
2015-12-17,2015,12,2,Tuticorin,Tamil Nadu,47.58,38.37,29.84,High
2015-12-31,2015,12,2,Tuticorin,Tamil Nadu,32.46,25.54,18.63,High
2016-01-14,2016,1,1,Tuticorin,Tamil Nadu,7.59,5.08,3.17,Low
2016-01-28,2016,1,2,Tuticorin,Tamil Nadu,3.2,2.63,1.55,Low
2016-02-11,2016,2,1,Tuticorin,Tamil Nadu,3.09,1.91,2.13,Low
2016-02-25,2016,2,2,Tuticorin,Tamil Nadu,2.53,1.57,1.05,Low
2016-03-10,2016,3,1,Tuticorin,Tamil Nadu,2.96,1.86,1.85,Low
2016-03-24,2016,3,2,Tuticorin,Tamil Nadu,3.6,2.44,2.12,Low
2016-04-07,2016,4,1,Tuticorin,Tamil Nadu,3.35,2.4,1.63,Low
2016-04-21,2016,4,2,Tuticorin,Tamil Nadu,4.5,3.57,1.98,Low
2016-05-05,2016,5,1,Tuticorin,Tamil Nadu,4.58,3.66,2.81,Low
2016-05-19,2016,5,2,Tuticorin,Tamil Nadu,4.7,4.15,2.66,Low
2016-06-02,2016,6,1,Tuticorin,Tamil Nadu,10.59,7.42,6.51,Medium
2016-06-16,2016,6,2,Tuticorin,Tamil Nadu,8.86,7.8,4.18,Medium
2016-06-30,2016,6,2,Tuticorin,Tamil Nadu,7.54,5.24,4.84,Low
2016-07-14,2016,7,1,Tuticorin,Tamil Nadu,7.09,5.22,3.75,Low
2016-07-28,2016,7,2,Tuticorin,Tamil Nadu,6.63,4.8,3.67,Low
2016-08-11,2016,8,1,Tuticorin,Tamil Nadu,10.65,8.02,7.32,Medium
2016-08-25,2016,8,2,Tuticorin,Tamil Nadu,14.62,11.1,8.11,Medium
2016-09-08,2016,9,1,Tuticorin,Tamil Nadu,10.98,9.87,5.3,Medium
2016-09-22,2016,9,2,Tuticorin,Tamil Nadu,12.27,7.37,6.19,Medium
2016-10-06,2016,10,1,Tuticorin,Tamil Nadu,15.04,12.38,8.55,High
2016-10-20,2016,10,2,Tuticorin,Tamil Nadu,19.23,13.19,12.39,High
2016-11-03,2016,11,1,Tuticorin,Tamil Nadu,14.71,10.3,8.79,Medium
2016-11-17,2016,11,2,Tuticorin,Tamil Nadu,35.12,23.54,19.75,High
2016-12-01,2016,12,1,Tuticorin,Tamil Nadu,36.13,31.15,15.0,High
2016-12-15,2016,12,1,Tuticorin,Tamil Nadu,23.11,15.13,9.39,High
2016-12-29,2016,12,2,Tuticorin,Tamil Nadu,18.3,16.34,8.5,High
2017-01-12,2017,1,1,Tuticorin,Tamil Nadu,3.69,2.44,2.51,Low
2017-01-26,2017,1,2,Tuticorin,Tamil Nadu,3.26,2.07,1.87,Low
2017-02-09,2017,2,1,Tuticorin,Tamil Nadu,2.94,2.1,1.56,Low
2017-02-23,2017,2,2,Tuticorin,Tamil Nadu,3.54,2.83,2.23,Low
2017-03-09,2017,3,1,Tuticorin,Tamil Nadu,2.84,2.49,1.94,Low
2017-03-23,2017,3,2,Tuticorin,Tamil Nadu,2.47,1.49,1.3,Low
2017-04-06,2017,4,1,Tuticorin,Tamil Nadu,4.56,3.12,2.18,Low
2017-04-20,2017,4,2,Tuticorin,Tamil Nadu,4.47,3.49,2.01,Low
2017-05-04,2017,5,1,Tuticorin,Tamil Nadu,4.62,3.71,2.35,Low
2017-05-18,2017,5,2,Tuticorin,Tamil Nadu,4.29,2.72,2.32,Low
2017-06-01,2017,6,1,Tuticorin,Tamil Nadu,7.14,4.37,3.58,Low
2017-06-15,2017,6,1,Tuticorin,Tamil Nadu,7.42,5.86,4.47,Low
2017-06-29,2017,6,2,Tuticorin,Tamil Nadu,6.93,4.21,4.42,Low
2017-07-13,2017,7,1,Tuticorin,Tamil Nadu,6.45,4.54,3.54,Low
2017-07-27,2017,7,2,Tuticorin,Tamil Nadu,9.15,7.79,5.65,Medium
2017-08-10,2017,8,1,Tuticorin,Tamil Nadu,10.82,8.83,5.13,Medium
2017-08-24,2017,8,2,Tuticorin,Tamil Nadu,12.22,9.34,7.38,Medium
2017-09-07,2017,9,1,Tuticorin,Tamil Nadu,10.78,6.66,6.85,Medium
2017-09-21,2017,9,2,Tuticorin,Tamil Nadu,19.33,15.1,10.22,High
2017-10-05,2017,10,1,Tuticorin,Tamil Nadu,28.47,23.31,16.34,High
2017-10-19,2017,10,2,Tuticorin,Tamil Nadu,17.05,11.24,8.96,High
2017-11-02,2017,11,1,Tuticorin,Tamil Nadu,20.04,14.06,11.12,High
2017-11-16,2017,11,2,Tuticorin,Tamil Nadu,26.73,22.5,11.86,High
2017-11-30,2017,11,2,Tuticorin,Tamil Nadu,33.5,27.6,18.27,High
2017-12-14,2017,12,1,Tuticorin,Tamil Nadu,31.53,23.41,20.64,High
2017-12-28,2017,12,2,Tuticorin,Tamil Nadu,63.14,49.84,40.29,High
2018-01-11,2018,1,1,Tuticorin,Tamil Nadu,2.77,2.39,1.9,Low
2018-01-25,2018,1,2,Tuticorin,Tamil Nadu,3.12,2.58,1.73,Low
2018-02-08,2018,2,1,Tuticorin,Tamil Nadu,2.75,2.35,1.59,Low
2018-02-22,2018,2,2,Tuticorin,Tamil Nadu,3.1,2.47,2.04,Low
2018-03-08,2018,3,1,Tuticorin,Tamil Nadu,3.28,2.18,1.77,Low
2018-03-22,2018,3,2,Tuticorin,Tamil Nadu,3.59,2.75,2.45,Low
2018-04-05,2018,4,1,Tuticorin,Tamil Nadu,9.54,7.63,4.82,Medium
2018-04-19,2018,4,2,Tuticorin,Tamil Nadu,3.69,2.93,1.95,Low
2018-05-03,2018,5,1,Tuticorin,Tamil Nadu,6.61,5.47,3.26,Low
2018-05-17,2018,5,2,Tuticorin,Tamil Nadu,4.44,3.32,2.21,Low
2018-05-31,2018,5,2,Tuticorin,Tamil Nadu,4.51,3.92,2.29,Low
2018-06-14,2018,6,1,Tuticorin,Tamil Nadu,8.28,5.84,3.85,Medium
2018-06-28,2018,6,2,Tuticorin,Tamil Nadu,8.26,5.32,5.33,Medium
2018-07-12,2018,7,1,Tuticorin,Tamil Nadu,7.12,5.55,3.12,Low
2018-07-26,2018,7,2,Tuticorin,Tamil Nadu,10.0,7.36,6.47,Medium
2018-08-09,2018,8,1,Tuticorin,Tamil Nadu,13.31,10.84,8.63,Medium
2018-08-23,2018,8,2,Tuticorin,Tamil Nadu,10.34,8.31,4.96,Medium
2018-09-06,2018,9,1,Tuticorin,Tamil Nadu,15.32,13.59,10.27,High
2018-09-20,2018,9,2,Tuticorin,Tamil Nadu,11.57,8.22,5.89,Medium
2018-10-04,2018,10,1,Tuticorin,Tamil Nadu,15.71,9.89,8.1,High
2018-10-18,2018,10,2,Tuticorin,Tamil Nadu,41.72,32.15,24.47,High
2018-11-01,2018,11,1,Tuticorin,Tamil Nadu,37.82,30.21,25.98,High
2018-11-15,2018,11,1,Tuticorin,Tamil Nadu,39.92,24.73,21.87,High
2018-11-29,2018,11,2,Tuticorin,Tamil Nadu,44.14,31.61,25.52,High
2018-12-13,2018,12,1,Tuticorin,Tamil Nadu,23.59,15.15,15.63,High
2018-12-27,2018,12,2,Tuticorin,Tamil Nadu,18.33,12.68,9.46,High
2019-01-10,2019,1,1,Tuticorin,Tamil Nadu,3.8,2.38,2.45,Low
2019-01-24,2019,1,2,Tuticorin,Tamil Nadu,2.81,2.4,1.96,Low
2019-02-07,2019,2,1,Tuticorin,Tamil Nadu,2.82,1.8,1.25,Low
2019-02-21,2019,2,2,Tuticorin,Tamil Nadu,3.44,2.21,1.64,Low
2019-03-07,2019,3,1,Tuticorin,Tamil Nadu,2.79,1.97,1.18,Low
2019-03-21,2019,3,2,Tuticorin,Tamil Nadu,3.43,2.94,1.8,Low
2019-04-04,2019,4,1,Tuticorin,Tamil Nadu,4.18,3.31,2.61,Low
2019-04-18,2019,4,2,Tuticorin,Tamil Nadu,4.03,3.03,2.38,Low
2019-05-02,2019,5,1,Tuticorin,Tamil Nadu,4.33,3.05,2.16,Low
2019-05-16,2019,5,2,Tuticorin,Tamil Nadu,3.69,2.82,1.87,Low
2019-05-30,2019,5,2,Tuticorin,Tamil Nadu,4.06,2.93,2.64,Low
2019-06-13,2019,6,1,Tuticorin,Tamil Nadu,6.64,5.12,3.8,Low
2019-06-27,2019,6,2,Tuticorin,Tamil Nadu,8.42,6.12,5.39,Medium
2019-07-11,2019,7,1,Tuticorin,Tamil Nadu,7.3,6.29,4.88,Low
2019-07-25,2019,7,2,Tuticorin,Tamil Nadu,8.48,7.05,4.95,Medium
2019-08-08,2019,8,1,Tuticorin,Tamil Nadu,12.18,10.84,5.9,Medium
2019-08-22,2019,8,2,Tuticorin,Tamil Nadu,10.63,7.29,6.21,Medium
2019-09-05,2019,9,1,Tuticorin,Tamil Nadu,13.65,11.91,7.14,Medium
2019-09-19,2019,9,2,Tuticorin,Tamil Nadu,13.68,9.23,6.76,Medium
2019-10-03,2019,10,1,Tuticorin,Tamil Nadu,17.65,11.95,9.66,High
2019-10-17,2019,10,2,Tuticorin,Tamil Nadu,30.84,22.1,18.25,High
2019-10-31,2019,10,2,Tuticorin,Tamil Nadu,37.4,22.97,20.61,High
2019-11-14,2019,11,1,Tuticorin,Tamil Nadu,44.62,38.6,27.93,High
2019-11-28,2019,11,2,Tuticorin,Tamil Nadu,29.16,23.1,12.64,High
2019-12-12,2019,12,1,Tuticorin,Tamil Nadu,58.38,49.44,37.74,High
2019-12-26,2019,12,2,Tuticorin,Tamil Nadu,47.04,31.95,26.17,High
2020-01-09,2020,1,1,Tuticorin,Tamil Nadu,6.3,5.52,3.2,Low
2020-01-23,2020,1,2,Tuticorin,Tamil Nadu,3.44,3.01,1.65,Low
2020-02-06,2020,2,1,Tuticorin,Tamil Nadu,3.57,2.43,1.8,Low
2020-02-20,2020,2,2,Tuticorin,Tamil Nadu,2.64,1.99,1.72,Low
2020-03-05,2020,3,1,Tuticorin,Tamil Nadu,3.03,1.93,1.44,Low
2020-03-19,2020,3,2,Tuticorin,Tamil Nadu,3.52,2.73,2.02,Low
2020-04-02,2020,4,1,Tuticorin,Tamil Nadu,3.32,2.74,2.23,Low
2020-04-16,2020,4,2,Tuticorin,Tamil Nadu,4.02,3.28,2.71,Low
2020-04-30,2020,4,2,Tuticorin,Tamil Nadu,4.4,3.53,2.71,Low
2020-05-14,2020,5,1,Tuticorin,Tamil Nadu,3.8,2.94,2.48,Low
2020-05-28,2020,5,2,Tuticorin,Tamil Nadu,4.12,3.58,2.41,Low
2020-06-11,2020,6,1,Tuticorin,Tamil Nadu,8.01,6.3,4.17,Medium
2020-06-25,2020,6,2,Tuticorin,Tamil Nadu,9.17,6.83,6.15,Medium
2020-07-09,2020,7,1,Tuticorin,Tamil Nadu,8.31,6.63,5.81,Medium
2020-07-23,2020,7,2,Tuticorin,Tamil Nadu,7.19,5.9,3.18,Low
2020-08-06,2020,8,1,Tuticorin,Tamil Nadu,14.92,11.62,10.17,Medium
2020-08-20,2020,8,2,Tuticorin,Tamil Nadu,13.8,8.59,6.09,Medium
2020-09-03,2020,9,1,Tuticorin,Tamil Nadu,12.54,9.47,5.65,Medium
2020-09-17,2020,9,2,Tuticorin,Tamil Nadu,10.99,8.45,4.56,Medium
2020-10-01,2020,10,1,Tuticorin,Tamil Nadu,22.11,18.62,14.05,High
2020-10-15,2020,10,1,Tuticorin,Tamil Nadu,14.98,9.2,8.46,Medium
2020-10-29,2020,10,2,Tuticorin,Tamil Nadu,22.83,16.04,11.49,High
2020-11-12,2020,11,1,Tuticorin,Tamil Nadu,19.06,15.29,11.32,High
2020-11-26,2020,11,2,Tuticorin,Tamil Nadu,31.57,23.37,18.95,High
2020-12-10,2020,12,1,Tuticorin,Tamil Nadu,53.86,43.21,34.73,High
2020-12-24,2020,12,2,Tuticorin,Tamil Nadu,45.46,35.68,29.83,High
2021-01-07,2021,1,1,Tuticorin,Tamil Nadu,4.43,3.17,2.0,Low
2021-01-21,2021,1,2,Tuticorin,Tamil Nadu,4.75,3.15,3.22,Low
2021-02-04,2021,2,1,Tuticorin,Tamil Nadu,6.59,5.78,3.8,Low
2021-02-18,2021,2,2,Tuticorin,Tamil Nadu,3.52,2.53,2.46,Low
2021-03-04,2021,3,1,Tuticorin,Tamil Nadu,2.67,1.81,1.11,Low
2021-03-18,2021,3,2,Tuticorin,Tamil Nadu,3.62,2.67,2.18,Low
2021-04-01,2021,4,1,Tuticorin,Tamil Nadu,4.87,4.2,2.92,Low
2021-04-15,2021,4,1,Tuticorin,Tamil Nadu,4.36,3.55,2.73,Low
2021-04-29,2021,4,2,Tuticorin,Tamil Nadu,3.85,2.44,1.63,Low
2021-05-13,2021,5,1,Tuticorin,Tamil Nadu,4.14,3.1,2.42,Low
2021-05-27,2021,5,2,Tuticorin,Tamil Nadu,6.49,4.54,4.08,Low
2021-06-10,2021,6,1,Tuticorin,Tamil Nadu,9.11,6.07,5.33,Medium
2021-06-24,2021,6,2,Tuticorin,Tamil Nadu,12.25,7.81,6.76,Medium
2021-07-08,2021,7,1,Tuticorin,Tamil Nadu,6.57,4.58,3.85,Low
2021-07-22,2021,7,2,Tuticorin,Tamil Nadu,10.74,8.8,5.79,Medium
2021-08-05,2021,8,1,Tuticorin,Tamil Nadu,14.32,9.89,8.97,Medium
2021-08-19,2021,8,2,Tuticorin,Tamil Nadu,11.89,10.34,7.6,Medium
2021-09-02,2021,9,1,Tuticorin,Tamil Nadu,14.53,9.65,8.72,Medium
2021-09-16,2021,9,2,Tuticorin,Tamil Nadu,14.61,12.02,8.05,Medium
2021-09-30,2021,9,2,Tuticorin,Tamil Nadu,9.89,6.71,4.92,Medium
2021-10-14,2021,10,1,Tuticorin,Tamil Nadu,24.63,20.99,10.63,High
2021-10-28,2021,10,2,Tuticorin,Tamil Nadu,23.05,15.09,12.09,High
2021-11-11,2021,11,1,Tuticorin,Tamil Nadu,23.74,20.37,14.83,High
2021-11-25,2021,11,2,Tuticorin,Tamil Nadu,50.84,40.9,23.15,High
2021-12-09,2021,12,1,Tuticorin,Tamil Nadu,30.23,21.56,14.25,High
2021-12-23,2021,12,2,Tuticorin,Tamil Nadu,62.13,49.93,30.07,High
2022-01-06,2022,1,1,Tuticorin,Tamil Nadu,3.13,1.89,1.58,Low
2022-01-20,2022,1,2,Tuticorin,Tamil Nadu,3.12,2.13,1.9,Low
2022-02-03,2022,2,1,Tuticorin,Tamil Nadu,3.07,2.13,2.09,Low
2022-02-17,2022,2,2,Tuticorin,Tamil Nadu,2.73,1.96,1.41,Low
2022-03-03,2022,3,1,Tuticorin,Tamil Nadu,2.98,1.98,1.46,Low
2022-03-17,2022,3,2,Tuticorin,Tamil Nadu,3.8,3.15,2.3,Low
2022-03-31,2022,3,2,Tuticorin,Tamil Nadu,4.27,3.21,2.05,Low
2022-04-14,2022,4,1,Tuticorin,Tamil Nadu,3.32,2.32,1.82,Low
2022-04-28,2022,4,2,Tuticorin,Tamil Nadu,4.66,2.92,2.23,Low
2022-05-12,2022,5,1,Tuticorin,Tamil Nadu,4.38,3.14,1.91,Low
2022-05-26,2022,5,2,Tuticorin,Tamil Nadu,3.7,2.51,1.56,Low
2022-06-09,2022,6,1,Tuticorin,Tamil Nadu,7.54,4.69,4.61,Low
2022-06-23,2022,6,2,Tuticorin,Tamil Nadu,8.2,5.72,3.59,Medium
2022-07-07,2022,7,1,Tuticorin,Tamil Nadu,7.24,4.85,5.04,Low
2022-07-21,2022,7,2,Tuticorin,Tamil Nadu,9.1,5.5,5.32,Medium
2022-08-04,2022,8,1,Tuticorin,Tamil Nadu,11.01,6.95,6.73,Medium
2022-08-18,2022,8,2,Tuticorin,Tamil Nadu,13.63,9.99,8.04,Medium
2022-09-01,2022,9,1,Tuticorin,Tamil Nadu,12.3,10.99,7.82,Medium
2022-09-15,2022,9,1,Tuticorin,Tamil Nadu,16.3,11.52,6.56,High
2022-09-29,2022,9,2,Tuticorin,Tamil Nadu,14.34,12.9,7.48,Medium
2022-10-13,2022,10,1,Tuticorin,Tamil Nadu,22.58,14.51,11.04,High
2022-10-27,2022,10,2,Tuticorin,Tamil Nadu,18.44,13.69,11.78,High
2022-11-10,2022,11,1,Tuticorin,Tamil Nadu,27.91,24.33,15.73,High
2022-11-24,2022,11,2,Tuticorin,Tamil Nadu,38.0,31.77,16.36,High
2022-12-08,2022,12,1,Tuticorin,Tamil Nadu,28.43,19.13,13.77,High
2022-12-22,2022,12,2,Tuticorin,Tamil Nadu,30.24,26.33,17.34,High
2023-01-05,2023,1,1,Tuticorin,Tamil Nadu,3.47,2.89,1.66,Low
2023-01-19,2023,1,2,Tuticorin,Tamil Nadu,4.79,3.47,2.17,Low
2023-02-02,2023,2,1,Tuticorin,Tamil Nadu,2.84,1.91,1.33,Low
2023-02-16,2023,2,2,Tuticorin,Tamil Nadu,2.93,1.92,1.76,Low
2023-03-02,2023,3,1,Tuticorin,Tamil Nadu,3.48,2.76,1.75,Low
2023-03-16,2023,3,2,Tuticorin,Tamil Nadu,3.85,2.46,2.2,Low
2023-03-30,2023,3,2,Tuticorin,Tamil Nadu,2.77,2.1,1.38,Low
2023-04-13,2023,4,1,Tuticorin,Tamil Nadu,4.83,4.19,3.01,Low
2023-04-27,2023,4,2,Tuticorin,Tamil Nadu,3.69,2.52,2.49,Low
2023-05-11,2023,5,1,Tuticorin,Tamil Nadu,4.85,4.28,2.51,Low
2023-05-25,2023,5,2,Tuticorin,Tamil Nadu,6.57,5.77,3.93,Low
2023-06-08,2023,6,1,Tuticorin,Tamil Nadu,6.84,4.93,4.61,Low
2023-06-22,2023,6,2,Tuticorin,Tamil Nadu,9.51,6.24,4.94,Medium
2023-07-06,2023,7,1,Tuticorin,Tamil Nadu,9.64,7.46,6.31,Medium
2023-07-20,2023,7,2,Tuticorin,Tamil Nadu,9.46,8.25,4.12,Medium
2023-08-03,2023,8,1,Tuticorin,Tamil Nadu,10.51,6.57,7.15,Medium
2023-08-17,2023,8,2,Tuticorin,Tamil Nadu,12.18,7.54,6.05,Medium
2023-08-31,2023,8,2,Tuticorin,Tamil Nadu,11.37,9.58,7.06,Medium
2023-09-14,2023,9,1,Tuticorin,Tamil Nadu,14.12,8.56,9.51,Medium
2023-09-28,2023,9,2,Tuticorin,Tamil Nadu,13.57,10.7,5.68,Medium
2023-10-12,2023,10,1,Tuticorin,Tamil Nadu,19.23,11.59,10.96,High
2023-10-26,2023,10,2,Tuticorin,Tamil Nadu,22.82,14.04,11.12,High
2023-11-09,2023,11,1,Tuticorin,Tamil Nadu,25.38,16.0,11.8,High
2023-11-23,2023,11,2,Tuticorin,Tamil Nadu,48.66,41.49,23.18,High
2023-12-07,2023,12,1,Tuticorin,Tamil Nadu,64.74,45.74,33.4,High
2023-12-21,2023,12,2,Tuticorin,Tamil Nadu,27.65,22.23,13.08,High
2024-01-04,2024,1,1,Tuticorin,Tamil Nadu,9.46,6.31,4.88,Medium
2024-01-18,2024,1,2,Tuticorin,Tamil Nadu,3.57,2.93,1.59,Low
2024-02-01,2024,2,1,Tuticorin,Tamil Nadu,3.69,2.91,1.58,Low
2024-02-15,2024,2,1,Tuticorin,Tamil Nadu,3.55,2.41,1.92,Low
2024-02-29,2024,2,2,Tuticorin,Tamil Nadu,4.0,2.59,1.75,Low
2024-03-14,2024,3,1,Tuticorin,Tamil Nadu,2.72,2.41,1.7,Low
2024-03-28,2024,3,2,Tuticorin,Tamil Nadu,2.42,1.74,1.15,Low
2024-04-11,2024,4,1,Tuticorin,Tamil Nadu,4.61,3.4,3.18,Low
2024-04-25,2024,4,2,Tuticorin,Tamil Nadu,4.23,3.28,2.58,Low
2024-05-09,2024,5,1,Tuticorin,Tamil Nadu,5.5,3.97,3.33,Low
2024-05-23,2024,5,2,Tuticorin,Tamil Nadu,3.79,2.77,2.53,Low
2024-06-06,2024,6,1,Tuticorin,Tamil Nadu,14.96,12.2,7.66,Medium
2024-06-20,2024,6,2,Tuticorin,Tamil Nadu,11.31,6.87,4.87,Medium
2024-07-04,2024,7,1,Tuticorin,Tamil Nadu,9.2,6.32,6.31,Medium
2024-07-18,2024,7,2,Tuticorin,Tamil Nadu,8.46,6.17,5.1,Medium
2024-08-01,2024,8,1,Tuticorin,Tamil Nadu,13.98,10.38,6.49,Medium
2024-08-15,2024,8,1,Tuticorin,Tamil Nadu,14.16,9.86,6.41,Medium
2024-08-29,2024,8,2,Tuticorin,Tamil Nadu,15.08,9.46,10.43,High
2024-09-12,2024,9,1,Tuticorin,Tamil Nadu,14.39,12.89,7.22,Medium
2024-09-26,2024,9,2,Tuticorin,Tamil Nadu,14.79,9.52,6.1,Medium
2024-10-10,2024,10,1,Tuticorin,Tamil Nadu,14.74,10.9,6.26,Medium
2024-10-24,2024,10,2,Tuticorin,Tamil Nadu,27.19,18.99,13.61,High
2024-11-07,2024,11,1,Tuticorin,Tamil Nadu,24.75,16.06,15.59,High
2024-11-21,2024,11,2,Tuticorin,Tamil Nadu,28.29,24.74,14.41,High
2024-12-05,2024,12,1,Tuticorin,Tamil Nadu,56.19,43.42,38.88,High
2024-12-19,2024,12,2,Tuticorin,Tamil Nadu,25.44,20.82,16.41,High
2025-01-02,2025,1,1,Tuticorin,Tamil Nadu,7.39,5.72,4.73,Low
2025-01-16,2025,1,2,Tuticorin,Tamil Nadu,3.4,2.11,2.07,Low
2025-01-30,2025,1,2,Tuticorin,Tamil Nadu,2.52,2.13,1.04,Low
2025-02-13,2025,2,1,Tuticorin,Tamil Nadu,2.91,1.99,1.72,Low
2025-02-27,2025,2,2,Tuticorin,Tamil Nadu,3.57,2.27,1.58,Low
2025-03-13,2025,3,1,Tuticorin,Tamil Nadu,2.86,2.43,1.54,Low
2025-03-27,2025,3,2,Tuticorin,Tamil Nadu,4.34,3.33,2.08,Low
2025-04-10,2025,4,1,Tuticorin,Tamil Nadu,4.33,3.03,2.78,Low
2025-04-24,2025,4,2,Tuticorin,Tamil Nadu,7.66,6.34,4.07,Low
2025-05-08,2025,5,1,Tuticorin,Tamil Nadu,4.58,2.92,2.86,Low
2025-05-22,2025,5,2,Tuticorin,Tamil Nadu,4.51,3.93,2.08,Low
2025-06-05,2025,6,1,Tuticorin,Tamil Nadu,9.99,8.05,4.79,Medium
2025-06-19,2025,6,2,Tuticorin,Tamil Nadu,10.2,8.95,6.89,Medium
2025-07-03,2025,7,1,Tuticorin,Tamil Nadu,9.5,5.84,6.29,Medium
2025-07-17,2025,7,2,Tuticorin,Tamil Nadu,9.12,6.32,4.16,Medium
2025-07-31,2025,7,2,Tuticorin,Tamil Nadu,6.78,4.17,4.25,Low
2025-08-14,2025,8,1,Tuticorin,Tamil Nadu,11.48,6.97,5.96,Medium
2025-08-28,2025,8,2,Tuticorin,Tamil Nadu,12.67,8.25,5.24,Medium
2025-09-11,2025,9,1,Tuticorin,Tamil Nadu,11.01,8.85,4.68,Medium
2025-09-25,2025,9,2,Tuticorin,Tamil Nadu,12.69,8.17,5.82,Medium
2025-10-09,2025,10,1,Tuticorin,Tamil Nadu,17.94,11.31,8.11,High
2025-10-23,2025,10,2,Tuticorin,Tamil Nadu,20.27,14.17,12.66,High
2025-11-06,2025,11,1,Tuticorin,Tamil Nadu,44.82,38.46,28.9,High
2025-11-20,2025,11,2,Tuticorin,Tamil Nadu,23.79,16.48,15.39,High
2025-12-04,2025,12,1,Tuticorin,Tamil Nadu,34.66,22.09,14.33,High
2025-12-18,2025,12,2,Tuticorin,Tamil Nadu,63.49,43.96,42.87,High
2015-01-01,2015,1,1,Vellore,Tamil Nadu,2.73,2.38,1.83,Low
2015-01-15,2015,1,1,Vellore,Tamil Nadu,3.51,2.63,2.32,Low
2015-01-29,2015,1,2,Vellore,Tamil Nadu,3.55,2.48,1.87,Low
2015-02-12,2015,2,1,Vellore,Tamil Nadu,3.26,2.25,2.04,Low
2015-02-26,2015,2,2,Vellore,Tamil Nadu,2.49,1.89,1.09,Low
2015-03-12,2015,3,1,Vellore,Tamil Nadu,2.75,1.86,1.79,Low
2015-03-26,2015,3,2,Vellore,Tamil Nadu,2.78,2.34,1.77,Low
2015-04-09,2015,4,1,Vellore,Tamil Nadu,4.0,2.68,1.87,Low
