week_start_date,year,month,week_number,district,state,paracetamol_strips_sold,ors_packets_sold,antipyretic_tablets_sold,antidiarrheal_tablets_sold,cough_cold_tablets_sold
2022-11-14,2022,11,46,Tirupathur,Tamil Nadu,4231,555,2026,424,671
2022-11-21,2022,11,47,Tirupathur,Tamil Nadu,2206,840,1703,209,584
2022-11-28,2022,11,48,Tirupathur,Tamil Nadu,4195,486,2083,341,675
2022-12-05,2022,12,49,Tirupathur,Tamil Nadu,3051,654,1278,431,1123
2022-12-12,2022,12,50,Tirupathur,Tamil Nadu,4270,541,1212,447,964
2022-12-19,2022,12,51,Tirupathur,Tamil Nadu,1710,497,1454,304,1407
2022-12-26,2022,12,52,Tirupathur,Tamil Nadu,1917,584,1719,502,1166
2023-01-02,2023,1,1,Tirupathur,Tamil Nadu,1406,608,789,349,1788
2023-01-09,2023,1,2,Tirupathur,Tamil Nadu,1938,371,530,599,1182
2023-01-16,2023,1,3,Tirupathur,Tamil Nadu,1496,620,646,214,671
2023-01-23,2023,1,4,Tirupathur,Tamil Nadu,1632,624,903,220,1078
2023-01-30,2023,1,5,Tirupathur,Tamil Nadu,1392,691,666,440,1143
2023-02-06,2023,2,6,Tirupathur,Tamil Nadu,1852,528,624,290,851
2023-02-13,2023,2,7,Tirupathur,Tamil Nadu,1257,381,442,527,854
2023-02-20,2023,2,8,Tirupathur,Tamil Nadu,815,673,878,229,1506
2023-02-27,2023,2,9,Tirupathur,Tamil Nadu,1913,380,610,518,1744
2023-03-06,2023,3,10,Tirupathur,Tamil Nadu,1356,344,933,439,335
2023-03-13,2023,3,11,Tirupathur,Tamil Nadu,1642,587,890,542,758
2023-03-20,2023,3,12,Tirupathur,Tamil Nadu,1742,561,959,202,732
2023-03-27,2023,3,13,Tirupathur,Tamil Nadu,1329,375,628,494,709
2023-04-03,2023,4,14,Tirupathur,Tamil Nadu,1627,318,1175,426,296
2023-04-10,2023,4,15,Tirupathur,Tamil Nadu,1199,414,1177,279,573
2023-04-17,2023,4,16,Tirupathur,Tamil Nadu,3019,339,715,419,476
2023-04-24,2023,4,17,Tirupathur,Tamil Nadu,2638,526,1052,244,318
2023-05-01,2023,5,18,Tirupathur,Tamil Nadu,1468,604,1065,306,735
2023-05-08,2023,5,19,Tirupathur,Tamil Nadu,1383,430,918,550,438
2023-05-15,2023,5,20,Tirupathur,Tamil Nadu,3005,393,1187,530,509
2023-05-22,2023,5,21,Tirupathur,Tamil Nadu,1505,458,1221,552,951
2023-05-29,2023,5,22,Tirupathur,Tamil Nadu,2887,405,957,436,408
2023-06-05,2023,6,23,Tirupathur,Tamil Nadu,1401,1018,855,1459,551
2023-06-12,2023,6,24,Tirupathur,Tamil Nadu,1257,1827,817,1298,779
2023-06-19,2023,6,25,Tirupathur,Tamil Nadu,1815,1598,564,556,715
2023-06-26,2023,6,26,Tirupathur,Tamil Nadu,1237,1142,931,1302,619
2023-07-03,2023,7,27,Tirupathur,Tamil Nadu,1285,1020,418,1430,621
2023-07-10,2023,7,28,Tirupathur,Tamil Nadu,1515,1545,545,1545,457
2023-07-17,2023,7,29,Tirupathur,Tamil Nadu,1769,1121,1030,1509,628
2023-07-24,2023,7,30,Tirupathur,Tamil Nadu,1371,930,610,547,644
2023-07-31,2023,7,31,Tirupathur,Tamil Nadu,1538,1616,770,711,683
2023-08-07,2023,8,32,Tirupathur,Tamil Nadu,1785,547,687,331,642
2023-08-14,2023,8,33,Tirupathur,Tamil Nadu,2032,498,833,441,606
2023-08-21,2023,8,34,Tirupathur,Tamil Nadu,1054,621,746,219,786
2023-08-28,2023,8,35,Tirupathur,Tamil Nadu,1906,695,555,496,698
2023-09-04,2023,9,36,Tirupathur,Tamil Nadu,1302,781,686,264,431
2023-09-11,2023,9,37,Tirupathur,Tamil Nadu,1275,746,813,272,531
2023-09-18,2023,9,38,Tirupathur,Tamil Nadu,1694,364,904,196,574
2023-09-25,2023,9,39,Tirupathur,Tamil Nadu,1854,517,522,581,824
2023-10-02,2023,10,40,Tirupathur,Tamil Nadu,4140,634,1153,529,901
2023-10-09,2023,10,41,Tirupathur,Tamil Nadu,3642,599,1313,507,844
2023-10-16,2023,10,42,Tirupathur,Tamil Nadu,3055,374,1309,461,491
2023-10-23,2023,10,43,Tirupathur,Tamil Nadu,2574,745,1166,239,786
2023-10-30,2023,10,44,Tirupathur,Tamil Nadu,3315,521,1789,419,840
2023-11-06,2023,11,45,Tirupathur,Tamil Nadu,3816,428,960,245,802
2023-11-13,2023,11,46,Tirupathur,Tamil Nadu,3126,515,1191,296,855
2023-11-20,2023,11,47,Tirupathur,Tamil Nadu,2402,527,1640,358,884
2023-11-27,2023,11,48,Tirupathur,Tamil Nadu,2591,730,1390,204,912
2023-12-04,2023,12,49,Tirupathur,Tamil Nadu,3201,742,2307,475,1508
2023-12-11,2023,12,50,Tirupathur,Tamil Nadu,3101,320,939,542,1655
2023-12-18,2023,12,51,Tirupathur,Tamil Nadu,4043,572,1472,317,1332
2023-12-25,2023,12,52,Tirupathur,Tamil Nadu,3523,341,1746,445,1018
2024-01-01,2024,1,1,Tirupathur,Tamil Nadu,1022,394,1008,239,1272
2024-01-08,2024,1,2,Tirupathur,Tamil Nadu,1341,460,594,604,1396
2024-01-15,2024,1,3,Tirupathur,Tamil Nadu,1436,724,739,376,694
2024-01-22,2024,1,4,Tirupathur,Tamil Nadu,1666,551,613,314,780
2024-01-29,2024,1,5,Tirupathur,Tamil Nadu,943,316,785,371,1895
2024-02-05,2024,2,6,Tirupathur,Tamil Nadu,1252,550,445,383,1219
2024-02-12,2024,2,7,Tirupathur,Tamil Nadu,984,632,497,257,1290
2024-02-19,2024,2,8,Tirupathur,Tamil Nadu,1623,661,1048,637,1701
2024-02-26,2024,2,9,Tirupathur,Tamil Nadu,993,415,1001,192,1249
2024-03-04,2024,3,10,Tirupathur,Tamil Nadu,1286,769,645,349,751
2024-03-11,2024,3,11,Tirupathur,Tamil Nadu,874,465,813,407,445
2024-03-18,2024,3,12,Tirupathur,Tamil Nadu,1481,611,466,235,695
2024-03-25,2024,3,13,Tirupathur,Tamil Nadu,1283,586,1058,515,291
2024-04-01,2024,4,14,Tirupathur,Tamil Nadu,1727,351,1004,326,373
2024-04-08,2024,4,15,Tirupathur,Tamil Nadu,2616,293,1545,408,648
2024-04-15,2024,4,16,Tirupathur,Tamil Nadu,1729,592,1340,366,511
2024-04-22,2024,4,17,Tirupathur,Tamil Nadu,3086,816,956,284,531
2024-04-29,2024,4,18,Tirupathur,Tamil Nadu,2111,283,954,200,672
2024-05-06,2024,5,19,Tirupathur,Tamil Nadu,2318,555,1073,328,606
2024-05-13,2024,5,20,Tirupathur,Tamil Nadu,1657,564,1126,529,704
2024-05-20,2024,5,21,Tirupathur,Tamil Nadu,1559,411,1323,333,728
2024-05-27,2024,5,22,Tirupathur,Tamil Nadu,2554,410,828,342,464
2024-06-03,2024,6,23,Tirupathur,Tamil Nadu,1875,745,502,1173,565
2024-06-10,2024,6,24,Tirupathur,Tamil Nadu,1067,1145,460,1186,409
2024-06-17,2024,6,25,Tirupathur,Tamil Nadu,875,1205,482,582,527
2024-06-24,2024,6,26,Tirupathur,Tamil Nadu,1510,966,685,1238,773
2024-07-01,2024,7,27,Tirupathur,Tamil Nadu,1708,1455,624,740,684
2024-07-08,2024,7,28,Tirupathur,Tamil Nadu,1407,1533,643,503,823
2024-07-15,2024,7,29,Tirupathur,Tamil Nadu,927,1473,868,519,692
2024-07-22,2024,7,30,Tirupathur,Tamil Nadu,1671,1123,757,1052,624
2024-07-29,2024,7,31,Tirupathur,Tamil Nadu,969,1609,906,477,681
2024-08-05,2024,8,32,Tirupathur,Tamil Nadu,1790,390,847,416,761
2024-08-12,2024,8,33,Tirupathur,Tamil Nadu,1393,409,516,419,837
2024-08-19,2024,8,34,Tirupathur,Tamil Nadu,857,562,609,498,630
2024-08-26,2024,8,35,Tirupathur,Tamil Nadu,1558,665,711,344,294
2024-09-02,2024,9,36,Tirupathur,Tamil Nadu,890,720,761,264,780
2024-09-09,2024,9,37,Tirupathur,Tamil Nadu,1692,384,638,451,484
2024-09-16,2024,9,38,Tirupathur,Tamil Nadu,1584,595,484,484,663
2024-09-23,2024,9,39,Tirupathur,Tamil Nadu,875,334,585,274,558
2024-09-30,2024,9,40,Tirupathur,Tamil Nadu,1006,788,805,444,728
2024-10-07,2024,10,41,Tirupathur,Tamil Nadu,2266,748,1459,193,523
2024-10-14,2024,10,42,Tirupathur,Tamil Nadu,2962,654,1662,455,796
2024-10-21,2024,10,43,Tirupathur,Tamil Nadu,2003,713,1373,294,308
2024-10-28,2024,10,44,Tirupathur,Tamil Nadu,2940,392,1189,227,791
2024-11-04,2024,11,45,Tirupathur,Tamil Nadu,4669,592,1668,353,381
2024-11-11,2024,11,46,Tirupathur,Tamil Nadu,1795,757,1902,337,838
2024-11-18,2024,11,47,Tirupathur,Tamil Nadu,3455,370,880,539,930
2024-11-25,2024,11,48,Tirupathur,Tamil Nadu,2954,592,2033,374,936
2024-12-02,2024,12,49,Tirupathur,Tamil Nadu,2878,722,1015,304,1130
2024-12-09,2024,12,50,Tirupathur,Tamil Nadu,2623,496,1582,317,1800
2024-12-16,2024,12,51,Tirupathur,Tamil Nadu,4124,482,979,374,1175
2024-12-23,2024,12,52,Tirupathur,Tamil Nadu,4139,557,1877,510,1719
2024-12-30,2024,12,1,Tirupathur,Tamil Nadu,2805,430,1448,382,976
2025-01-06,2025,1,2,Tirupathur,Tamil Nadu,2036,832,969,359,783
2025-01-13,2025,1,3,Tirupathur,Tamil Nadu,1677,861,606,266,1928
2025-01-20,2025,1,4,Tirupathur,Tamil Nadu,978,631,738,193,1373
2025-01-27,2025,1,5,Tirupathur,Tamil Nadu,1675,586,512,445,789
2025-02-03,2025,2,6,Tirupathur,Tamil Nadu,984,778,915,411,1103
2025-02-10,2025,2,7,Tirupathur,Tamil Nadu,1425,483,761,251,734
2025-02-17,2025,2,8,Tirupathur,Tamil Nadu,998,418,624,516,1565
2025-02-24,2025,2,9,Tirupathur,Tamil Nadu,1992,330,857,216,1313
2025-03-03,2025,3,10,Tirupathur,Tamil Nadu,919,541,431,604,397
2025-03-10,2025,3,11,Tirupathur,Tamil Nadu,1028,326,414,401,375
2025-03-17,2025,3,12,Tirupathur,Tamil Nadu,1868,634,856,234,578
2025-03-24,2025,3,13,Tirupathur,Tamil Nadu,1560,808,652,472,503
2025-03-31,2025,3,14,Tirupathur,Tamil Nadu,1849,305,821,505,616
2025-04-07,2025,4,15,Tirupathur,Tamil Nadu,2614,302,807,395,676
2025-04-14,2025,4,16,Tirupathur,Tamil Nadu,3070,625,1540,591,463
2025-04-21,2025,4,17,Tirupathur,Tamil Nadu,1723,823,1397,484,332
2025-04-28,2025,4,18,Tirupathur,Tamil Nadu,1484,504,1460,482,801
2025-05-05,2025,5,19,Tirupathur,Tamil Nadu,1957,333,1027,315,639
2025-05-12,2025,5,20,Tirupathur,Tamil Nadu,2021,461,1121,322,459
2025-05-19,2025,5,21,Tirupathur,Tamil Nadu,2217,729,953,473,430
2025-05-26,2025,5,22,Tirupathur,Tamil Nadu,2725,712,827,249,608
2025-06-02,2025,6,23,Tirupathur,Tamil Nadu,1017,1707,833,1268,524
2025-06-09,2025,6,24,Tirupathur,Tamil Nadu,1348,1287,641,1283,407
2025-06-16,2025,6,25,Tirupathur,Tamil Nadu,1616,1339,367,1070,375
2025-06-23,2025,6,26,Tirupathur,Tamil Nadu,2057,1957,634,912,484
2025-06-30,2025,6,27,Tirupathur,Tamil Nadu,1009,1331,652,783,928
2025-07-07,2025,7,28,Tirupathur,Tamil Nadu,904,1932,919,621,748
2025-07-14,2025,7,29,Tirupathur,Tamil Nadu,1331,674,737,1054,732
2025-07-21,2025,7,30,Tirupathur,Tamil Nadu,1506,2020,671,496,866
2025-07-28,2025,7,31,Tirupathur,Tamil Nadu,1365,1841,457,1431,769
2025-08-04,2025,8,32,Tirupathur,Tamil Nadu,1247,628,517,377,460
2025-08-11,2025,8,33,Tirupathur,Tamil Nadu,1195,320,907,195,279
2025-08-18,2025,8,34,Tirupathur,Tamil Nadu,1743,708,881,306,365
2025-08-25,2025,8,35,Tirupathur,Tamil Nadu,1125,302,490,294,825
2025-09-01,2025,9,36,Tirupathur,Tamil Nadu,1036,749,656,451,776
2025-09-08,2025,9,37,Tirupathur,Tamil Nadu,1100,756,408,577,668
2025-09-15,2025,9,38,Tirupathur,Tamil Nadu,1933,346,499,273,705
2025-09-22,2025,9,39,Tirupathur,Tamil Nadu,1777,440,868,318,517
2025-09-29,2025,9,40,Tirupathur,Tamil Nadu,871,612,857,582,312
2025-10-06,2025,10,41,Tirupathur,Tamil Nadu,3984,487,1100,395,785
2025-10-13,2025,10,42,Tirupathur,Tamil Nadu,3220,494,2295,193,579
2025-10-20,2025,10,43,Tirupathur,Tamil Nadu,3219,624,1136,362,901
2025-10-27,2025,10,44,Tirupathur,Tamil Nadu,3833,412,1534,273,848
2025-11-03,2025,11,45,Tirupathur,Tamil Nadu,3242,420,1237,495,748
2025-11-10,2025,11,46,Tirupathur,Tamil Nadu,1821,673,2137,435,824
2025-11-17,2025,11,47,Tirupathur,Tamil Nadu,3224,492,1873,443,507
2025-11-24,2025,11,48,Tirupathur,Tamil Nadu,2062,727,1542,306,983
2025-12-01,2025,12,49,Tirupathur,Tamil Nadu,1904,715,1951,627,1114
2025-12-08,2025,12,50,Tirupathur,Tamil Nadu,3855,699,1225,415,1215
2025-12-15,2025,12,51,Tirupathur,Tamil Nadu,2548,509,1981,424,689
2025-12-22,2025,12,52,Tirupathur,Tamil Nadu,1897,348,1838,530,1293
2025-12-29,2025,12,1,Tirupathur,Tamil Nadu,1999,384,1225,575,1517
2015-01-05,2015,1,2,Tiruppur,Tamil Nadu,1509,420,724,500,1366
2015-01-12,2015,1,3,Tiruppur,Tamil Nadu,1892,815,478,195,1092
2015-01-19,2015,1,4,Tiruppur,Tamil Nadu,1961,821,460,295,992
2015-01-26,2015,1,5,Tiruppur,Tamil Nadu,1518,359,786,656,1082
2015-02-02,2015,2,6,Tiruppur,Tamil Nadu,1353,519,852,354,1375
2015-02-09,2015,2,7,Tiruppur,Tamil Nadu,1252,651,664,381,1759
2015-02-16,2015,2,8,Tiruppur,Tamil Nadu,1217,579,741,233,1484
2015-02-23,2015,2,9,Tiruppur,Tamil Nadu,2155,726,941,554,1006
2015-03-02,2015,3,10,Tiruppur,Tamil Nadu,1243,314,881,539,825
2015-03-09,2015,3,11,Tiruppur,Tamil Nadu,1043,555,995,335,327
2015-03-16,2015,3,12,Tiruppur,Tamil Nadu,1929,783,505,301,482
2015-03-23,2015,3,13,Tiruppur,Tamil Nadu,1382,697,627,273,645
2015-03-30,2015,3,14,Tiruppur,Tamil Nadu,936,538,906,498,666
2015-04-06,2015,4,15,Tiruppur,Tamil Nadu,2724,356,946,256,889
2015-04-13,2015,4,16,Tiruppur,Tamil Nadu,1556,442,991,566,716
2015-04-20,2015,4,17,Tiruppur,Tamil Nadu,1637,429,1497,371,743
2015-04-27,2015,4,18,Tiruppur,Tamil Nadu,2339,554,1097,519,324
2015-05-04,2015,5,19,Tiruppur,Tamil Nadu,1209,425,1000,361,862
2015-05-11,2015,5,20,Tiruppur,Tamil Nadu,1933,622,1303,434,622
2015-05-18,2015,5,21,Tiruppur,Tamil Nadu,1180,354,1085,242,397
2015-05-25,2015,5,22,Tiruppur,Tamil Nadu,2685,388,912,266,912
2015-06-01,2015,6,23,Tiruppur,Tamil Nadu,925,1784,481,674,762
2015-06-08,2015,6,24,Tiruppur,Tamil Nadu,1754,1984,776,1416,665
2015-06-15,2015,6,25,Tiruppur,Tamil Nadu,1878,939,955,515,432
2015-06-22,2015,6,26,Tiruppur,Tamil Nadu,2003,1144,566,1402,669
2015-06-29,2015,6,27,Tiruppur,Tamil Nadu,831,1106,754,1023,531
2015-07-06,2015,7,28,Tiruppur,Tamil Nadu,1398,1662,443,572,850
2015-07-13,2015,7,29,Tiruppur,Tamil Nadu,1250,1511,855,754,591
2015-07-20,2015,7,30,Tiruppur,Tamil Nadu,800,1202,566,1118,375
2015-07-27,2015,7,31,Tiruppur,Tamil Nadu,1739,1509,478,558,452
2015-08-03,2015,8,32,Tiruppur,Tamil Nadu,1961,550,394,266,563
2015-08-10,2015,8,33,Tiruppur,Tamil Nadu,1126,861,723,473,358
2015-08-17,2015,8,34,Tiruppur,Tamil Nadu,935,565,802,247,320
2015-08-24,2015,8,35,Tiruppur,Tamil Nadu,1958,471,841,489,565
2015-08-31,2015,8,36,Tiruppur,Tamil Nadu,1746,440,503,585,378
2015-09-07,2015,9,37,Tiruppur,Tamil Nadu,1424,615,495,345,848
2015-09-14,2015,9,38,Tiruppur,Tamil Nadu,1459,494,410,469,574
2015-09-21,2015,9,39,Tiruppur,Tamil Nadu,1471,631,707,489,613
2015-09-28,2015,9,40,Tiruppur,Tamil Nadu,1991,698,682,615,638
2015-10-05,2015,10,41,Tiruppur,Tamil Nadu,3680,382,1042,568,529
2015-10-12,2015,10,42,Tiruppur,Tamil Nadu,3989,307,2259,189,391
2015-10-19,2015,10,43,Tiruppur,Tamil Nadu,3846,717,1730,384,524
2015-10-26,2015,10,44,Tiruppur,Tamil Nadu,2700,531,1454,350,802
2015-11-02,2015,11,45,Tiruppur,Tamil Nadu,2785,543,2042,295,447
2015-11-09,2015,11,46,Tiruppur,Tamil Nadu,4872,553,1602,324,701
2015-11-16,2015,11,47,Tiruppur,Tamil Nadu,3244,658,1570,286,472
2015-11-23,2015,11,48,Tiruppur,Tamil Nadu,3019,637,1946,234,564
2015-11-30,2015,11,49,Tiruppur,Tamil Nadu,1966,743,1879,612,689
2015-12-07,2015,12,50,Tiruppur,Tamil Nadu,2790,465,2015,587,1525
2015-12-14,2015,12,51,Tiruppur,Tamil Nadu,3230,754,2141,396,1237
2015-12-21,2015,12,52,Tiruppur,Tamil Nadu,3671,282,1446,519,1086
2015-12-28,2015,12,53,Tiruppur,Tamil Nadu,3433,427,1092,474,723
2016-01-04,2016,1,1,Tiruppur,Tamil Nadu,1441,711,953,325,1585
2016-01-11,2016,1,2,Tiruppur,Tamil Nadu,908,603,422,347,981
2016-01-18,2016,1,3,Tiruppur,Tamil Nadu,2084,634,453,237,855
2016-01-25,2016,1,4,Tiruppur,Tamil Nadu,953,795,891,387,676
2016-02-01,2016,2,5,Tiruppur,Tamil Nadu,971,574,482,450,1222
2016-02-08,2016,2,6,Tiruppur,Tamil Nadu,1794,441,768,371,1461
2016-02-15,2016,2,7,Tiruppur,Tamil Nadu,1670,377,596,402,715
2016-02-22,2016,2,8,Tiruppur,Tamil Nadu,1763,447,585,567,1451
2016-02-29,2016,2,9,Tiruppur,Tamil Nadu,1590,666,567,369,1613
2016-03-07,2016,3,10,Tiruppur,Tamil Nadu,1205,383,836,253,746
2016-03-14,2016,3,11,Tiruppur,Tamil Nadu,854,508,684,591,492
2016-03-21,2016,3,12,Tiruppur,Tamil Nadu,890,727,613,421,712
2016-03-28,2016,3,13,Tiruppur,Tamil Nadu,1890,625,666,644,660
2016-04-04,2016,4,14,Tiruppur,Tamil Nadu,1486,414,1270,469,727
2016-04-11,2016,4,15,Tiruppur,Tamil Nadu,1784,677,1374,400,506
2016-04-18,2016,4,16,Tiruppur,Tamil Nadu,2228,372,923,590,543
2016-04-25,2016,4,17,Tiruppur,Tamil Nadu,2266,711,997,550,516
2016-05-02,2016,5,18,Tiruppur,Tamil Nadu,2458,479,883,261,795
2016-05-09,2016,5,19,Tiruppur,Tamil Nadu,2107,714,1145,497,881
2016-05-16,2016,5,20,Tiruppur,Tamil Nadu,1280,779,732,329,669
2016-05-23,2016,5,21,Tiruppur,Tamil Nadu,2401,321,1634,536,803
2016-05-30,2016,5,22,Tiruppur,Tamil Nadu,2396,643,890,415,795
2016-06-06,2016,6,23,Tiruppur,Tamil Nadu,1164,1526,600,760,731
2016-06-13,2016,6,24,Tiruppur,Tamil Nadu,1293,1645,984,1291,703
2016-06-20,2016,6,25,Tiruppur,Tamil Nadu,1283,1088,437,1137,651
2016-06-27,2016,6,26,Tiruppur,Tamil Nadu,971,1635,510,1112,561
2016-07-04,2016,7,27,Tiruppur,Tamil Nadu,1233,1735,432,546,385
2016-07-11,2016,7,28,Tiruppur,Tamil Nadu,1545,1154,1085,1069,664
2016-07-18,2016,7,29,Tiruppur,Tamil Nadu,2022,1233,577,612,493
2016-07-25,2016,7,30,Tiruppur,Tamil Nadu,1490,1393,1037,596,501
2016-08-01,2016,8,31,Tiruppur,Tamil Nadu,1322,351,786,406,572
2016-08-08,2016,8,32,Tiruppur,Tamil Nadu,1651,569,449,372,429
2016-08-15,2016,8,33,Tiruppur,Tamil Nadu,1639,653,523,628,566
2016-08-22,2016,8,34,Tiruppur,Tamil Nadu,1276,587,608,510,464
2016-08-29,2016,8,35,Tiruppur,Tamil Nadu,1396,785,632,449,583
2016-09-05,2016,9,36,Tiruppur,Tamil Nadu,975,439,499,272,836
2016-09-12,2016,9,37,Tiruppur,Tamil Nadu,1685,750,837,506,384
2016-09-19,2016,9,38,Tiruppur,Tamil Nadu,961,785,760,400,651
2016-09-26,2016,9,39,Tiruppur,Tamil Nadu,905,491,912,269,359
2016-10-03,2016,10,40,Tiruppur,Tamil Nadu,2193,601,1540,501,310
2016-10-10,2016,10,41,Tiruppur,Tamil Nadu,2141,692,2011,231,809
2016-10-17,2016,10,42,Tiruppur,Tamil Nadu,4095,520,1041,339,744
2016-10-24,2016,10,43,Tiruppur,Tamil Nadu,2834,607,1500,479,641
2016-10-31,2016,10,44,Tiruppur,Tamil Nadu,3021,446,1666,520,773
2016-11-07,2016,11,45,Tiruppur,Tamil Nadu,3145,653,2062,410,759
2016-11-14,2016,11,46,Tiruppur,Tamil Nadu,3166,352,1192,436,560
2016-11-21,2016,11,47,Tiruppur,Tamil Nadu,3862,854,1904,386,813
2016-11-28,2016,11,48,Tiruppur,Tamil Nadu,3149,601,1424,316,610
2016-12-05,2016,12,49,Tiruppur,Tamil Nadu,3289,552,1100,382,1614
2016-12-12,2016,12,50,Tiruppur,Tamil Nadu,3127,761,1436,382,1585
2016-12-19,2016,12,51,Tiruppur,Tamil Nadu,1828,807,1779,451,1738
2016-12-26,2016,12,52,Tiruppur,Tamil Nadu,4679,522,1319,412,1188
2017-01-02,2017,1,1,Tiruppur,Tamil Nadu,1630,735,845,203,1499
2017-01-09,2017,1,2,Tiruppur,Tamil Nadu,1793,399,847,331,1747
2017-01-16,2017,1,3,Tiruppur,Tamil Nadu,1166,502,847,546,607
2017-01-23,2017,1,4,Tiruppur,Tamil Nadu,1423,516,687,368,602
2017-01-30,2017,1,5,Tiruppur,Tamil Nadu,1315,417,674,575,844
2017-02-06,2017,2,6,Tiruppur,Tamil Nadu,1498,747,649,348,1428
2017-02-13,2017,2,7,Tiruppur,Tamil Nadu,1539,364,868,438,1507
2017-02-20,2017,2,8,Tiruppur,Tamil Nadu,1664,716,777,517,1478
2017-02-27,2017,2,9,Tiruppur,Tamil Nadu,1991,504,756,325,1638
2017-03-06,2017,3,10,Tiruppur,Tamil Nadu,1414,268,625,608,634
2017-03-13,2017,3,11,Tiruppur,Tamil Nadu,1343,550,433,398,910
2017-03-20,2017,3,12,Tiruppur,Tamil Nadu,1732,512,958,448,498
2017-03-27,2017,3,13,Tiruppur,Tamil Nadu,1836,662,638,407,591
2017-04-03,2017,4,14,Tiruppur,Tamil Nadu,1955,473,774,431,591
2017-04-10,2017,4,15,Tiruppur,Tamil Nadu,2139,757,897,423,929
2017-04-17,2017,4,16,Tiruppur,Tamil Nadu,1591,631,701,361,631
2017-04-24,2017,4,17,Tiruppur,Tamil Nadu,2397,724,1388,553,883
2017-05-01,2017,5,18,Tiruppur,Tamil Nadu,2512,642,1522,527,698
2017-05-08,2017,5,19,Tiruppur,Tamil Nadu,2783,659,1322,451,932
2017-05-15,2017,5,20,Tiruppur,Tamil Nadu,2482,720,680,221,767
2017-05-22,2017,5,21,Tiruppur,Tamil Nadu,1996,809,1141,483,448
2017-05-29,2017,5,22,Tiruppur,Tamil Nadu,2192,323,1008,384,496
2017-06-05,2017,6,23,Tiruppur,Tamil Nadu,1739,791,452,1012,743
2017-06-12,2017,6,24,Tiruppur,Tamil Nadu,1790,847,721,1263,776
2017-06-19,2017,6,25,Tiruppur,Tamil Nadu,800,802,462,1284,413
2017-06-26,2017,6,26,Tiruppur,Tamil Nadu,1859,760,473,1021,807
2017-07-03,2017,7,27,Tiruppur,Tamil Nadu,1791,1183,381,1412,346
2017-07-10,2017,7,28,Tiruppur,Tamil Nadu,1441,1159,543,1151,567
2017-07-17,2017,7,29,Tiruppur,Tamil Nadu,1975,1339,881,996,872
2017-07-24,2017,7,30,Tiruppur,Tamil Nadu,978,1987,759,1194,336
2017-07-31,2017,7,31,Tiruppur,Tamil Nadu,976,2125,873,567,786
2017-08-07,2017,8,32,Tiruppur,Tamil Nadu,1195,521,742,408,842
2017-08-14,2017,8,33,Tiruppur,Tamil Nadu,1119,508,461,338,760
2017-08-21,2017,8,34,Tiruppur,Tamil Nadu,1772,336,934,425,747
2017-08-28,2017,8,35,Tiruppur,Tamil Nadu,1726,699,603,655,522
2017-09-04,2017,9,36,Tiruppur,Tamil Nadu,1200,747,723,405,778
2017-09-11,2017,9,37,Tiruppur,Tamil Nadu,824,378,467,232,660
2017-09-18,2017,9,38,Tiruppur,Tamil Nadu,1344,326,519,557,860
2017-09-25,2017,9,39,Tiruppur,Tamil Nadu,1288,651,819,535,305
2017-10-02,2017,10,40,Tiruppur,Tamil Nadu,2038,315,1966,237,783
2017-10-09,2017,10,41,Tiruppur,Tamil Nadu,3103,371,2035,566,613
2017-10-16,2017,10,42,Tiruppur,Tamil Nadu,3293,398,1135,597,725
2017-10-23,2017,10,43,Tiruppur,Tamil Nadu,3825,533,856,202,647
2017-10-30,2017,10,44,Tiruppur,Tamil Nadu,3247,562,842,300,335
2017-11-06,2017,11,45,Tiruppur,Tamil Nadu,4043,489,1187,221,311
2017-11-13,2017,11,46,Tiruppur,Tamil Nadu,3554,454,1275,316,799
2017-11-20,2017,11,47,Tiruppur,Tamil Nadu,1637,325,1016,332,520
2017-11-27,2017,11,48,Tiruppur,Tamil Nadu,2090,527,936,294,927
2017-12-04,2017,12,49,Tiruppur,Tamil Nadu,3252,449,2019,523,682
2017-12-11,2017,12,50,Tiruppur,Tamil Nadu,2310,356,2264,242,652
2017-12-18,2017,12,51,Tiruppur,Tamil Nadu,3356,506,1100,606,1809
2017-12-25,2017,12,52,Tiruppur,Tamil Nadu,2729,527,1029,488,1668
2018-01-01,2018,1,1,Tiruppur,Tamil Nadu,1452,594,769,308,1097
2018-01-08,2018,1,2,Tiruppur,Tamil Nadu,1619,806,1010,329,1563
2018-01-15,2018,1,3,Tiruppur,Tamil Nadu,1825,729,794,483,1517
2018-01-22,2018,1,4,Tiruppur,Tamil Nadu,1783,573,739,422,1514
2018-01-29,2018,1,5,Tiruppur,Tamil Nadu,1124,672,709,324,975
2018-02-05,2018,2,6,Tiruppur,Tamil Nadu,1100,721,593,397,823
2018-02-12,2018,2,7,Tiruppur,Tamil Nadu,1428,729,850,221,812
2018-02-19,2018,2,8,Tiruppur,Tamil Nadu,1549,716,558,408,1122
2018-02-26,2018,2,9,Tiruppur,Tamil Nadu,1891,676,651,522,1186
2018-03-05,2018,3,10,Tiruppur,Tamil Nadu,1099,652,594,294,479
2018-03-12,2018,3,11,Tiruppur,Tamil Nadu,1605,784,452,561,400
2018-03-19,2018,3,12,Tiruppur,Tamil Nadu,1225,384,680,330,637
2018-03-26,2018,3,13,Tiruppur,Tamil Nadu,1946,438,576,232,858
2018-04-02,2018,4,14,Tiruppur,Tamil Nadu,3288,694,1497,470,835
