week_start_date,year,month,week_number,district,state,total_bed_capacity,total_occupied_beds,dengue_beds_occupied,heat_stroke_beds_occupied,gastroenteritis_beds_occupied,respiratory_beds_occupied,occupancy_rate_pct
2016-04-11,2016,4,15,Tiruchirappalli,Tamil Nadu,755,639,23,107,15,27,83.3
2016-04-18,2016,4,16,Tiruchirappalli,Tamil Nadu,755,625,29,90,28,30,77.5
2016-04-25,2016,4,17,Tiruchirappalli,Tamil Nadu,755,630,36,109,37,27,78.3
2016-05-02,2016,5,18,Tiruchirappalli,Tamil Nadu,755,704,28,135,41,46,100.0
2016-05-09,2016,5,19,Tiruchirappalli,Tamil Nadu,755,631,56,100,27,35,90.7
2016-05-16,2016,5,20,Tiruchirappalli,Tamil Nadu,755,603,53,134,16,28,84.1
2016-05-23,2016,5,21,Tiruchirappalli,Tamil Nadu,755,554,35,63,30,37,78.9
2016-05-30,2016,5,22,Tiruchirappalli,Tamil Nadu,755,678,37,115,24,40,87.0
2016-06-06,2016,6,23,Tiruchirappalli,Tamil Nadu,755,660,18,18,74,32,88.4
2016-06-13,2016,6,24,Tiruchirappalli,Tamil Nadu,755,694,25,12,83,57,89.6
2016-06-20,2016,6,25,Tiruchirappalli,Tamil Nadu,755,711,36,13,89,29,91.1
2016-06-27,2016,6,26,Tiruchirappalli,Tamil Nadu,755,635,29,13,110,33,88.1
2016-07-04,2016,7,27,Tiruchirappalli,Tamil Nadu,755,561,24,14,90,57,80.0
2016-07-11,2016,7,28,Tiruchirappalli,Tamil Nadu,755,669,36,16,71,52,86.7
2016-07-18,2016,7,29,Tiruchirappalli,Tamil Nadu,755,625,58,17,104,25,80.5
2016-07-25,2016,7,30,Tiruchirappalli,Tamil Nadu,755,565,43,23,66,32,77.8
2016-08-01,2016,8,31,Tiruchirappalli,Tamil Nadu,755,544,26,21,37,30,68.3
2016-08-08,2016,8,32,Tiruchirappalli,Tamil Nadu,755,585,57,23,19,44,77.8
2016-08-15,2016,8,33,Tiruchirappalli,Tamil Nadu,755,539,44,19,34,48,74.6
2016-08-22,2016,8,34,Tiruchirappalli,Tamil Nadu,755,489,18,14,31,44,69.3
2016-08-29,2016,8,35,Tiruchirappalli,Tamil Nadu,755,651,20,21,25,53,81.9
2016-09-05,2016,9,36,Tiruchirappalli,Tamil Nadu,755,616,39,16,24,26,79.5
2016-09-12,2016,9,37,Tiruchirappalli,Tamil Nadu,755,608,55,28,20,52,82.7
2016-09-19,2016,9,38,Tiruchirappalli,Tamil Nadu,755,539,48,29,26,54,76.0
2016-09-26,2016,9,39,Tiruchirappalli,Tamil Nadu,755,575,42,9,43,39,80.8
2016-10-03,2016,10,40,Tiruchirappalli,Tamil Nadu,755,722,201,13,41,55,100.0
2016-10-10,2016,10,41,Tiruchirappalli,Tamil Nadu,755,665,126,21,38,55,86.8
2016-10-17,2016,10,42,Tiruchirappalli,Tamil Nadu,755,758,208,23,32,45,97.6
2016-10-24,2016,10,43,Tiruchirappalli,Tamil Nadu,755,635,114,23,44,45,80.8
2016-10-31,2016,10,44,Tiruchirappalli,Tamil Nadu,755,725,150,17,15,42,94.2
2016-11-07,2016,11,45,Tiruchirappalli,Tamil Nadu,755,702,129,29,40,48,100.0
2016-11-14,2016,11,46,Tiruchirappalli,Tamil Nadu,755,717,216,14,24,60,98.5
2016-11-21,2016,11,47,Tiruchirappalli,Tamil Nadu,755,750,132,20,32,36,98.0
2016-11-28,2016,11,48,Tiruchirappalli,Tamil Nadu,755,727,196,12,40,30,100.0
2016-12-05,2016,12,49,Tiruchirappalli,Tamil Nadu,755,715,171,14,36,102,97.1
2016-12-12,2016,12,50,Tiruchirappalli,Tamil Nadu,755,772,211,18,28,100,100.0
2016-12-19,2016,12,51,Tiruchirappalli,Tamil Nadu,755,664,131,17,37,115,91.1
2016-12-26,2016,12,52,Tiruchirappalli,Tamil Nadu,755,809,218,12,42,124,100.0
2017-01-02,2017,1,1,Tiruchirappalli,Tamil Nadu,755,708,48,13,36,138,88.1
2017-01-09,2017,1,2,Tiruchirappalli,Tamil Nadu,755,622,48,16,37,92,86.4
2017-01-16,2017,1,3,Tiruchirappalli,Tamil Nadu,755,644,40,15,21,136,86.4
2017-01-23,2017,1,4,Tiruchirappalli,Tamil Nadu,755,596,41,18,37,84,74.4
2017-01-30,2017,1,5,Tiruchirappalli,Tamil Nadu,755,720,28,18,17,88,88.6
2017-02-06,2017,2,6,Tiruchirappalli,Tamil Nadu,755,531,51,12,15,28,68.6
2017-02-13,2017,2,7,Tiruchirappalli,Tamil Nadu,755,618,36,13,38,48,83.4
2017-02-20,2017,2,8,Tiruchirappalli,Tamil Nadu,755,556,17,12,23,51,76.4
2017-02-27,2017,2,9,Tiruchirappalli,Tamil Nadu,755,579,53,13,37,56,73.9
2017-03-06,2017,3,10,Tiruchirappalli,Tamil Nadu,755,476,26,12,41,51,68.5
2017-03-13,2017,3,11,Tiruchirappalli,Tamil Nadu,755,593,45,11,36,40,81.7
2017-03-20,2017,3,12,Tiruchirappalli,Tamil Nadu,755,633,42,12,41,26,84.2
2017-03-27,2017,3,13,Tiruchirappalli,Tamil Nadu,755,490,58,26,27,23,68.1
2017-04-03,2017,4,14,Tiruchirappalli,Tamil Nadu,755,705,60,97,20,46,87.4
2017-04-10,2017,4,15,Tiruchirappalli,Tamil Nadu,755,631,40,78,29,37,78.3
2017-04-17,2017,4,16,Tiruchirappalli,Tamil Nadu,755,633,42,87,35,55,87.9
2017-04-24,2017,4,17,Tiruchirappalli,Tamil Nadu,755,633,44,90,40,59,88.3
2017-05-01,2017,5,18,Tiruchirappalli,Tamil Nadu,755,633,38,106,33,25,82.0
2017-05-08,2017,5,19,Tiruchirappalli,Tamil Nadu,755,546,16,93,17,48,76.4
2017-05-15,2017,5,20,Tiruchirappalli,Tamil Nadu,755,579,39,80,26,33,82.3
2017-05-22,2017,5,21,Tiruchirappalli,Tamil Nadu,755,723,54,100,41,36,91.6
2017-05-29,2017,5,22,Tiruchirappalli,Tamil Nadu,755,621,27,112,36,45,80.6
2017-06-05,2017,6,23,Tiruchirappalli,Tamil Nadu,755,635,33,21,95,31,88.3
2017-06-12,2017,6,24,Tiruchirappalli,Tamil Nadu,755,621,34,27,79,34,85.8
2017-06-19,2017,6,25,Tiruchirappalli,Tamil Nadu,755,591,29,20,85,29,82.0
2017-06-26,2017,6,26,Tiruchirappalli,Tamil Nadu,755,655,50,27,86,25,91.8
2017-07-03,2017,7,27,Tiruchirappalli,Tamil Nadu,755,683,58,27,107,58,94.4
2017-07-10,2017,7,28,Tiruchirappalli,Tamil Nadu,755,581,28,21,84,52,79.7
2017-07-17,2017,7,29,Tiruchirappalli,Tamil Nadu,755,655,51,18,103,55,82.8
2017-07-24,2017,7,30,Tiruchirappalli,Tamil Nadu,755,652,18,7,61,39,80.3
2017-07-31,2017,7,31,Tiruchirappalli,Tamil Nadu,755,663,52,21,63,55,90.3
2017-08-07,2017,8,32,Tiruchirappalli,Tamil Nadu,755,576,15,21,17,37,75.5
2017-08-14,2017,8,33,Tiruchirappalli,Tamil Nadu,755,523,57,27,35,29,71.8
2017-08-21,2017,8,34,Tiruchirappalli,Tamil Nadu,755,442,15,12,44,23,63.3
2017-08-28,2017,8,35,Tiruchirappalli,Tamil Nadu,755,455,46,8,25,26,64.7
2017-09-04,2017,9,36,Tiruchirappalli,Tamil Nadu,755,604,42,26,35,24,86.7
2017-09-11,2017,9,37,Tiruchirappalli,Tamil Nadu,755,602,19,21,21,47,77.5
2017-09-18,2017,9,38,Tiruchirappalli,Tamil Nadu,755,578,57,12,21,59,82.7
2017-09-25,2017,9,39,Tiruchirappalli,Tamil Nadu,755,519,37,15,37,50,73.4
2017-10-02,2017,10,40,Tiruchirappalli,Tamil Nadu,755,688,175,23,23,48,98.0
2017-10-09,2017,10,41,Tiruchirappalli,Tamil Nadu,755,809,216,11,31,45,100.0
2017-10-16,2017,10,42,Tiruchirappalli,Tamil Nadu,755,653,158,7,32,58,90.1
2017-10-23,2017,10,43,Tiruchirappalli,Tamil Nadu,755,728,167,24,28,28,100.0
2017-10-30,2017,10,44,Tiruchirappalli,Tamil Nadu,755,723,191,27,36,26,93.1
2017-11-06,2017,11,45,Tiruchirappalli,Tamil Nadu,755,787,226,25,39,58,100.0
2017-11-13,2017,11,46,Tiruchirappalli,Tamil Nadu,755,707,160,16,26,33,96.5
2017-11-20,2017,11,47,Tiruchirappalli,Tamil Nadu,755,747,150,20,36,46,95.1
2017-11-27,2017,11,48,Tiruchirappalli,Tamil Nadu,755,739,217,22,36,56,100.0
2017-12-04,2017,12,49,Tiruchirappalli,Tamil Nadu,755,794,217,7,15,104,100.0
2017-12-11,2017,12,50,Tiruchirappalli,Tamil Nadu,755,741,120,11,24,110,100.0
2017-12-18,2017,12,51,Tiruchirappalli,Tamil Nadu,755,723,187,20,26,128,100.0
2017-12-25,2017,12,52,Tiruchirappalli,Tamil Nadu,755,708,214,20,25,141,100.0
2018-01-01,2018,1,1,Tiruchirappalli,Tamil Nadu,755,680,30,22,23,135,94.0
2018-01-08,2018,1,2,Tiruchirappalli,Tamil Nadu,755,756,30,9,18,141,95.2
2018-01-15,2018,1,3,Tiruchirappalli,Tamil Nadu,755,648,53,27,24,87,84.4
2018-01-22,2018,1,4,Tiruchirappalli,Tamil Nadu,755,574,56,8,38,104,81.5
2018-01-29,2018,1,5,Tiruchirappalli,Tamil Nadu,755,688,25,10,19,145,85.8
2018-02-05,2018,2,6,Tiruchirappalli,Tamil Nadu,755,622,31,15,16,32,76.9
2018-02-12,2018,2,7,Tiruchirappalli,Tamil Nadu,755,524,48,18,16,32,69.1
2018-02-19,2018,2,8,Tiruchirappalli,Tamil Nadu,755,559,17,23,25,51,72.5
2018-02-26,2018,2,9,Tiruchirappalli,Tamil Nadu,755,539,30,28,26,32,69.3
2018-03-05,2018,3,10,Tiruchirappalli,Tamil Nadu,755,515,41,9,23,28,68.0
2018-03-12,2018,3,11,Tiruchirappalli,Tamil Nadu,755,637,58,21,40,56,80.8
2018-03-19,2018,3,12,Tiruchirappalli,Tamil Nadu,755,615,50,18,37,55,84.3
2018-03-26,2018,3,13,Tiruchirappalli,Tamil Nadu,755,583,26,28,18,29,79.2
2018-04-02,2018,4,14,Tiruchirappalli,Tamil Nadu,755,604,18,66,34,56,87.0
2018-04-09,2018,4,15,Tiruchirappalli,Tamil Nadu,755,748,43,96,38,26,96.1
2018-04-16,2018,4,16,Tiruchirappalli,Tamil Nadu,755,557,28,102,32,26,77.4
2018-04-23,2018,4,17,Tiruchirappalli,Tamil Nadu,755,625,31,67,20,35,82.8
2018-04-30,2018,4,18,Tiruchirappalli,Tamil Nadu,755,692,47,119,16,45,92.6
2018-05-07,2018,5,19,Tiruchirappalli,Tamil Nadu,755,664,19,127,43,31,83.2
2018-05-14,2018,5,20,Tiruchirappalli,Tamil Nadu,755,578,32,63,16,49,71.8
2018-05-21,2018,5,21,Tiruchirappalli,Tamil Nadu,755,634,51,63,35,32,78.6
2018-05-28,2018,5,22,Tiruchirappalli,Tamil Nadu,755,763,56,80,23,40,93.9
2018-06-04,2018,6,23,Tiruchirappalli,Tamil Nadu,755,656,59,30,87,27,89.8
2018-06-11,2018,6,24,Tiruchirappalli,Tamil Nadu,755,675,18,9,90,35,85.4
2018-06-18,2018,6,25,Tiruchirappalli,Tamil Nadu,755,618,24,24,61,24,79.5
2018-06-25,2018,6,26,Tiruchirappalli,Tamil Nadu,755,539,32,17,66,35,77.1
2018-07-02,2018,7,27,Tiruchirappalli,Tamil Nadu,755,675,15,18,101,47,89.5
2018-07-09,2018,7,28,Tiruchirappalli,Tamil Nadu,755,708,56,17,76,44,95.5
2018-07-16,2018,7,29,Tiruchirappalli,Tamil Nadu,755,726,28,16,92,37,92.4
2018-07-23,2018,7,30,Tiruchirappalli,Tamil Nadu,755,611,47,10,83,25,79.5
2018-07-30,2018,7,31,Tiruchirappalli,Tamil Nadu,755,698,48,24,110,32,90.5
2018-08-06,2018,8,32,Tiruchirappalli,Tamil Nadu,755,582,38,8,30,51,71.5
2018-08-13,2018,8,33,Tiruchirappalli,Tamil Nadu,755,595,35,21,18,36,73.8
2018-08-20,2018,8,34,Tiruchirappalli,Tamil Nadu,755,582,41,25,18,32,73.0
2018-08-27,2018,8,35,Tiruchirappalli,Tamil Nadu,755,539,34,28,39,22,73.5
2018-09-03,2018,9,36,Tiruchirappalli,Tamil Nadu,755,589,43,11,19,53,81.6
2018-09-10,2018,9,37,Tiruchirappalli,Tamil Nadu,755,568,16,16,32,56,79.5
2018-09-17,2018,9,38,Tiruchirappalli,Tamil Nadu,755,673,58,11,32,48,84.7
2018-09-24,2018,9,39,Tiruchirappalli,Tamil Nadu,755,630,23,23,34,47,78.4
2018-10-01,2018,10,40,Tiruchirappalli,Tamil Nadu,755,796,160,29,27,44,98.2
2018-10-08,2018,10,41,Tiruchirappalli,Tamil Nadu,755,697,138,12,36,37,96.2
2018-10-15,2018,10,42,Tiruchirappalli,Tamil Nadu,755,761,180,15,44,45,100.0
2018-10-22,2018,10,43,Tiruchirappalli,Tamil Nadu,755,649,162,8,28,25,80.2
2018-10-29,2018,10,44,Tiruchirappalli,Tamil Nadu,755,790,218,23,19,47,100.0
2018-11-05,2018,11,45,Tiruchirappalli,Tamil Nadu,755,640,134,20,35,38,87.1
2018-11-12,2018,11,46,Tiruchirappalli,Tamil Nadu,755,710,205,11,16,42,100.0
2018-11-19,2018,11,47,Tiruchirappalli,Tamil Nadu,755,652,152,11,31,48,92.6
2018-11-26,2018,11,48,Tiruchirappalli,Tamil Nadu,755,598,144,22,16,23,83.9
2018-12-03,2018,12,49,Tiruchirappalli,Tamil Nadu,755,762,211,13,33,110,100.0
2018-12-10,2018,12,50,Tiruchirappalli,Tamil Nadu,755,654,120,29,35,76,91.1
2018-12-17,2018,12,51,Tiruchirappalli,Tamil Nadu,755,779,206,27,43,129,100.0
2018-12-24,2018,12,52,Tiruchirappalli,Tamil Nadu,755,708,159,15,44,120,100.0
2018-12-31,2018,12,1,Tiruchirappalli,Tamil Nadu,755,743,162,14,22,101,100.0
2019-01-07,2019,1,2,Tiruchirappalli,Tamil Nadu,755,683,55,26,18,128,90.2
2019-01-14,2019,1,3,Tiruchirappalli,Tamil Nadu,755,585,20,20,32,121,78.3
2019-01-21,2019,1,4,Tiruchirappalli,Tamil Nadu,755,596,31,21,31,97,85.8
2019-01-28,2019,1,5,Tiruchirappalli,Tamil Nadu,755,606,57,28,23,113,81.1
2019-02-04,2019,2,6,Tiruchirappalli,Tamil Nadu,755,541,41,27,26,49,76.8
2019-02-11,2019,2,7,Tiruchirappalli,Tamil Nadu,755,552,18,29,31,34,67.9
2019-02-18,2019,2,8,Tiruchirappalli,Tamil Nadu,755,563,29,17,25,30,72.7
2019-02-25,2019,2,9,Tiruchirappalli,Tamil Nadu,755,472,17,19,25,37,65.0
2019-03-04,2019,3,10,Tiruchirappalli,Tamil Nadu,755,497,40,13,24,58,68.2
2019-03-11,2019,3,11,Tiruchirappalli,Tamil Nadu,755,564,50,28,40,44,79.4
2019-03-18,2019,3,12,Tiruchirappalli,Tamil Nadu,755,564,41,28,35,46,75.1
2019-03-25,2019,3,13,Tiruchirappalli,Tamil Nadu,755,547,42,27,40,48,73.6
2019-04-01,2019,4,14,Tiruchirappalli,Tamil Nadu,755,680,36,120,15,43,83.9
2019-04-08,2019,4,15,Tiruchirappalli,Tamil Nadu,755,628,26,101,16,59,89.8
2019-04-15,2019,4,16,Tiruchirappalli,Tamil Nadu,755,751,33,131,36,55,100.0
2019-04-22,2019,4,17,Tiruchirappalli,Tamil Nadu,755,596,37,71,41,48,84.9
2019-04-29,2019,4,18,Tiruchirappalli,Tamil Nadu,755,669,57,95,24,54,88.0
2019-05-06,2019,5,19,Tiruchirappalli,Tamil Nadu,755,655,56,116,24,32,92.0
2019-05-13,2019,5,20,Tiruchirappalli,Tamil Nadu,755,663,22,114,19,44,85.3
2019-05-20,2019,5,21,Tiruchirappalli,Tamil Nadu,755,650,43,110,36,24,87.6
2019-05-27,2019,5,22,Tiruchirappalli,Tamil Nadu,755,625,28,67,39,52,76.9
2019-06-03,2019,6,23,Tiruchirappalli,Tamil Nadu,755,556,17,7,105,31,73.5
2019-06-10,2019,6,24,Tiruchirappalli,Tamil Nadu,755,622,30,11,75,48,85.9
2019-06-17,2019,6,25,Tiruchirappalli,Tamil Nadu,755,622,35,28,63,29,81.2
2019-06-24,2019,6,26,Tiruchirappalli,Tamil Nadu,755,508,18,9,103,26,71.3
2019-07-01,2019,7,27,Tiruchirappalli,Tamil Nadu,755,581,44,26,71,34,83.4
2019-07-08,2019,7,28,Tiruchirappalli,Tamil Nadu,755,626,28,11,98,49,78.9
2019-07-15,2019,7,29,Tiruchirappalli,Tamil Nadu,755,620,48,26,82,54,81.0
2019-07-22,2019,7,30,Tiruchirappalli,Tamil Nadu,755,667,58,25,95,54,92.7
2019-07-29,2019,7,31,Tiruchirappalli,Tamil Nadu,755,608,49,23,81,30,81.7
2019-08-05,2019,8,32,Tiruchirappalli,Tamil Nadu,755,622,22,13,40,55,86.3
2019-08-12,2019,8,33,Tiruchirappalli,Tamil Nadu,755,504,48,8,24,39,67.8
2019-08-19,2019,8,34,Tiruchirappalli,Tamil Nadu,755,605,20,24,41,35,74.9
2019-08-26,2019,8,35,Tiruchirappalli,Tamil Nadu,755,615,18,24,42,42,80.5
2019-09-02,2019,9,36,Tiruchirappalli,Tamil Nadu,755,600,19,26,33,52,78.8
2019-09-09,2019,9,37,Tiruchirappalli,Tamil Nadu,755,481,51,14,15,41,68.7
2019-09-16,2019,9,38,Tiruchirappalli,Tamil Nadu,755,557,33,12,37,30,68.4
2019-09-23,2019,9,39,Tiruchirappalli,Tamil Nadu,755,545,40,9,25,59,75.3
2019-09-30,2019,9,40,Tiruchirappalli,Tamil Nadu,755,561,37,15,23,39,74.1
2019-10-07,2019,10,41,Tiruchirappalli,Tamil Nadu,755,808,163,8,31,57,100.0
2019-10-14,2019,10,42,Tiruchirappalli,Tamil Nadu,755,703,218,25,30,53,100.0
2019-10-21,2019,10,43,Tiruchirappalli,Tamil Nadu,755,706,168,11,32,59,100.0
2019-10-28,2019,10,44,Tiruchirappalli,Tamil Nadu,755,721,224,19,29,46,96.1
2019-11-04,2019,11,45,Tiruchirappalli,Tamil Nadu,755,783,147,9,26,46,99.9
2019-11-11,2019,11,46,Tiruchirappalli,Tamil Nadu,755,640,142,26,30,57,84.7
2019-11-18,2019,11,47,Tiruchirappalli,Tamil Nadu,755,655,144,12,21,55,87.2
2019-11-25,2019,11,48,Tiruchirappalli,Tamil Nadu,755,727,194,8,37,42,93.8
2019-12-02,2019,12,49,Tiruchirappalli,Tamil Nadu,755,709,171,24,24,108,98.2
2019-12-09,2019,12,50,Tiruchirappalli,Tamil Nadu,755,756,224,19,19,84,100.0
2019-12-16,2019,12,51,Tiruchirappalli,Tamil Nadu,755,684,153,20,18,119,95.6
2019-12-23,2019,12,52,Tiruchirappalli,Tamil Nadu,755,721,175,10,16,82,88.8
2019-12-30,2019,12,1,Tiruchirappalli,Tamil Nadu,755,722,219,17,29,115,100.0
2020-01-06,2020,1,2,Tiruchirappalli,Tamil Nadu,755,702,16,12,29,145,86.2
2020-01-13,2020,1,3,Tiruchirappalli,Tamil Nadu,755,593,23,18,21,79,79.8
2020-01-20,2020,1,4,Tiruchirappalli,Tamil Nadu,755,656,52,20,15,120,82.9
2020-01-27,2020,1,5,Tiruchirappalli,Tamil Nadu,755,646,36,8,29,135,87.0
2020-02-03,2020,2,6,Tiruchirappalli,Tamil Nadu,755,636,31,13,41,47,81.8
2020-02-10,2020,2,7,Tiruchirappalli,Tamil Nadu,755,606,17,11,20,53,81.8
2020-02-17,2020,2,8,Tiruchirappalli,Tamil Nadu,755,598,48,20,24,38,85.1
2020-02-24,2020,2,9,Tiruchirappalli,Tamil Nadu,755,587,17,14,38,29,79.7
2020-03-02,2020,3,10,Tiruchirappalli,Tamil Nadu,755,561,18,17,22,40,69.3
2020-03-09,2020,3,11,Tiruchirappalli,Tamil Nadu,755,611,23,20,41,46,85.1
2020-03-16,2020,3,12,Tiruchirappalli,Tamil Nadu,755,531,52,14,20,44,72.0
2020-03-23,2020,3,13,Tiruchirappalli,Tamil Nadu,755,607,38,13,21,42,76.4
2020-03-30,2020,3,14,Tiruchirappalli,Tamil Nadu,755,611,19,15,40,55,82.8
2020-04-06,2020,4,15,Tiruchirappalli,Tamil Nadu,755,631,23,113,33,27,81.4
2020-04-13,2020,4,16,Tiruchirappalli,Tamil Nadu,755,646,23,105,17,39,84.9
2020-04-20,2020,4,17,Tiruchirappalli,Tamil Nadu,755,616,54,112,32,42,82.9
2020-04-27,2020,4,18,Tiruchirappalli,Tamil Nadu,755,701,42,95,42,60,88.4
2020-05-04,2020,5,19,Tiruchirappalli,Tamil Nadu,755,672,43,130,22,32,86.3
2020-05-11,2020,5,20,Tiruchirappalli,Tamil Nadu,755,673,25,105,34,50,90.2
2020-05-18,2020,5,21,Tiruchirappalli,Tamil Nadu,755,669,43,94,20,39,94.9
2020-05-25,2020,5,22,Tiruchirappalli,Tamil Nadu,755,676,35,88,39,46,89.4
2020-06-01,2020,6,23,Tiruchirappalli,Tamil Nadu,755,675,48,14,67,54,88.3
2020-06-08,2020,6,24,Tiruchirappalli,Tamil Nadu,755,603,27,21,110,26,83.6
2020-06-15,2020,6,25,Tiruchirappalli,Tamil Nadu,755,581,25,13,109,47,83.0
2020-06-22,2020,6,26,Tiruchirappalli,Tamil Nadu,755,665,26,28,71,26,83.6
2020-06-29,2020,6,27,Tiruchirappalli,Tamil Nadu,755,587,58,12,80,53,81.9
2020-07-06,2020,7,28,Tiruchirappalli,Tamil Nadu,755,660,43,27,72,33,83.3
2020-07-13,2020,7,29,Tiruchirappalli,Tamil Nadu,755,683,16,16,109,48,88.2
2020-07-20,2020,7,30,Tiruchirappalli,Tamil Nadu,755,669,40,19,107,57,87.4
2020-07-27,2020,7,31,Tiruchirappalli,Tamil Nadu,755,538,39,19,88,40,75.1
2020-08-03,2020,8,32,Tiruchirappalli,Tamil Nadu,755,648,48,15,29,52,83.9
2020-08-10,2020,8,33,Tiruchirappalli,Tamil Nadu,755,670,49,24,45,28,84.9
2020-08-17,2020,8,34,Tiruchirappalli,Tamil Nadu,755,479,16,11,32,29,62.3
2020-08-24,2020,8,35,Tiruchirappalli,Tamil Nadu,755,611,18,29,16,41,81.4
2020-08-31,2020,8,36,Tiruchirappalli,Tamil Nadu,755,606,21,9,43,56,75.9
2020-09-07,2020,9,37,Tiruchirappalli,Tamil Nadu,755,639,41,10,41,37,80.4
2020-09-14,2020,9,38,Tiruchirappalli,Tamil Nadu,755,609,29,23,29,35,79.2
2020-09-21,2020,9,39,Tiruchirappalli,Tamil Nadu,755,604,52,10,15,48,84.7
2020-09-28,2020,9,40,Tiruchirappalli,Tamil Nadu,755,672,46,17,34,47,86.7
2020-10-05,2020,10,41,Tiruchirappalli,Tamil Nadu,755,620,116,19,15,56,85.8
2020-10-12,2020,10,42,Tiruchirappalli,Tamil Nadu,755,725,179,15,44,45,94.0
2020-10-19,2020,10,43,Tiruchirappalli,Tamil Nadu,755,610,133,21,16,43,81.8
2020-10-26,2020,10,44,Tiruchirappalli,Tamil Nadu,755,688,123,17,37,35,88.5
2020-11-02,2020,11,45,Tiruchirappalli,Tamil Nadu,755,782,184,25,16,37,97.8
2020-11-09,2020,11,46,Tiruchirappalli,Tamil Nadu,755,684,118,29,25,42,91.8
2020-11-16,2020,11,47,Tiruchirappalli,Tamil Nadu,755,794,212,12,29,59,100.0
2020-11-23,2020,11,48,Tiruchirappalli,Tamil Nadu,755,813,200,26,34,45,100.0
2020-11-30,2020,11,49,Tiruchirappalli,Tamil Nadu,755,708,149,14,19,49,92.9
2020-12-07,2020,12,50,Tiruchirappalli,Tamil Nadu,755,748,222,26,41,113,100.0
2020-12-14,2020,12,51,Tiruchirappalli,Tamil Nadu,755,757,132,23,17,140,94.0
2020-12-21,2020,12,52,Tiruchirappalli,Tamil Nadu,755,707,187,26,38,103,100.0
2020-12-28,2020,12,53,Tiruchirappalli,Tamil Nadu,755,697,169,27,26,99,100.0
2021-01-04,2021,1,1,Tiruchirappalli,Tamil Nadu,755,663,36,22,18,122,83.7
2021-01-11,2021,1,2,Tiruchirappalli,Tamil Nadu,755,618,21,19,35,100,82.7
2021-01-18,2021,1,3,Tiruchirappalli,Tamil Nadu,755,618,57,24,24,110,83.4
2021-01-25,2021,1,4,Tiruchirappalli,Tamil Nadu,755,507,24,21,30,79,72.0
2021-02-01,2021,2,5,Tiruchirappalli,Tamil Nadu,755,575,18,13,33,23,73.5
2021-02-08,2021,2,6,Tiruchirappalli,Tamil Nadu,755,488,30,16,24,32,67.2
2021-02-15,2021,2,7,Tiruchirappalli,Tamil Nadu,755,526,16,12,19,35,68.3
2021-02-22,2021,2,8,Tiruchirappalli,Tamil Nadu,755,672,59,19,24,50,89.4
2021-03-01,2021,3,9,Tiruchirappalli,Tamil Nadu,755,653,17,19,35,53,84.7
2021-03-08,2021,3,10,Tiruchirappalli,Tamil Nadu,755,587,15,19,38,54,73.9
2021-03-15,2021,3,11,Tiruchirappalli,Tamil Nadu,755,628,44,8,37,51,81.9
2021-03-22,2021,3,12,Tiruchirappalli,Tamil Nadu,755,616,51,23,23,40,86.6
2021-03-29,2021,3,13,Tiruchirappalli,Tamil Nadu,755,625,53,17,31,41,84.4
2021-04-05,2021,4,14,Tiruchirappalli,Tamil Nadu,755,599,38,60,34,30,80.0
2021-04-12,2021,4,15,Tiruchirappalli,Tamil Nadu,755,801,49,101,40,44,99.5
2021-04-19,2021,4,16,Tiruchirappalli,Tamil Nadu,755,601,22,82,21,26,78.3
2021-04-26,2021,4,17,Tiruchirappalli,Tamil Nadu,755,739,58,93,38,24,91.2
2021-05-03,2021,5,18,Tiruchirappalli,Tamil Nadu,755,732,53,128,43,24,100.0
2021-05-10,2021,5,19,Tiruchirappalli,Tamil Nadu,755,611,30,74,39,54,77.1
2021-05-17,2021,5,20,Tiruchirappalli,Tamil Nadu,755,697,59,100,36,60,100.0
2021-05-24,2021,5,21,Tiruchirappalli,Tamil Nadu,755,630,28,74,22,49,86.8
2021-05-31,2021,5,22,Tiruchirappalli,Tamil Nadu,755,604,57,101,25,39,81.4
2021-06-07,2021,6,23,Tiruchirappalli,Tamil Nadu,755,654,22,25,92,58,90.9
2021-06-14,2021,6,24,Tiruchirappalli,Tamil Nadu,755,697,36,25,105,48,92.2
2021-06-21,2021,6,25,Tiruchirappalli,Tamil Nadu,755,736,55,23,92,49,91.2
2021-06-28,2021,6,26,Tiruchirappalli,Tamil Nadu,755,702,40,25,87,59,94.7
2021-07-05,2021,7,27,Tiruchirappalli,Tamil Nadu,755,605,17,25,92,29,86.9
2021-07-12,2021,7,28,Tiruchirappalli,Tamil Nadu,755,606,34,23,62,22,81.1
2021-07-19,2021,7,29,Tiruchirappalli,Tamil Nadu,755,702,54,29,101,46,86.6
2021-07-26,2021,7,30,Tiruchirappalli,Tamil Nadu,755,726,38,26,66,58,89.4
2021-08-02,2021,8,31,Tiruchirappalli,Tamil Nadu,755,583,51,23,17,36,77.5
2021-08-09,2021,8,32,Tiruchirappalli,Tamil Nadu,755,664,47,9,17,53,86.7
2021-08-16,2021,8,33,Tiruchirappalli,Tamil Nadu,755,575,22,8,26,36,74.0
2021-08-23,2021,8,34,Tiruchirappalli,Tamil Nadu,755,647,45,28,34,54,90.2
2021-08-30,2021,8,35,Tiruchirappalli,Tamil Nadu,755,600,22,21,32,55,83.7
2021-09-06,2021,9,36,Tiruchirappalli,Tamil Nadu,755,530,26,28,42,28,73.2
