date,year,month,week_number,day_of_year,district,state,min_temperature_c
2025-09-29,2025,9,40,272,Tiruppur,Tamil Nadu,19.61
2025-09-30,2025,9,40,273,Chennai,Tamil Nadu,24.93
2025-09-30,2025,9,40,273,Coimbatore,Tamil Nadu,19.45
2025-09-30,2025,9,40,273,Madurai,Tamil Nadu,24.01
2025-09-30,2025,9,40,273,Salem,Tamil Nadu,24.37
2025-09-30,2025,9,40,273,Trichy,Tamil Nadu,23.63
2025-09-30,2025,9,40,273,Tirunelveli,Tamil Nadu,24.3
2025-09-30,2025,9,40,273,Erode,Tamil Nadu,19.05
2025-09-30,2025,9,40,273,Vellore,Tamil Nadu,24.7
2025-09-30,2025,9,40,273,Thoothukudi,Tamil Nadu,24.81
2025-09-30,2025,9,40,273,Thanjavur,Tamil Nadu,25.46
2025-09-30,2025,9,40,273,Dindigul,Tamil Nadu,20.58
2025-09-30,2025,9,40,273,Kanyakumari,Tamil Nadu,24.3
2025-09-30,2025,9,40,273,Namakkal,Tamil Nadu,24.37
2025-09-30,2025,9,40,273,Karur,Tamil Nadu,23.63
2025-09-30,2025,9,40,273,Cuddalore,Tamil Nadu,25.45
2025-09-30,2025,9,40,273,Nagapattinam,Tamil Nadu,25.46
2025-09-30,2025,9,40,273,Virudhunagar,Tamil Nadu,22.9
2025-09-30,2025,9,40,273,Sivagangai,Tamil Nadu,24.01
2025-09-30,2025,9,40,273,Ramanathapuram,Tamil Nadu,24.01
2025-09-30,2025,9,40,273,Tiruppur,Tamil Nadu,19.05
2025-10-01,2025,10,40,274,Chennai,Tamil Nadu,25.33
2025-10-01,2025,10,40,274,Coimbatore,Tamil Nadu,19.93
2025-10-01,2025,10,40,274,Madurai,Tamil Nadu,23.99
2025-10-01,2025,10,40,274,Salem,Tamil Nadu,24.66
2025-10-01,2025,10,40,274,Trichy,Tamil Nadu,23.84
2025-10-01,2025,10,40,274,Tirunelveli,Tamil Nadu,24.64
2025-10-01,2025,10,40,274,Erode,Tamil Nadu,19.66
2025-10-01,2025,10,40,274,Vellore,Tamil Nadu,25.1
2025-10-01,2025,10,40,274,Thoothukudi,Tamil Nadu,24.98
2025-10-01,2025,10,40,274,Thanjavur,Tamil Nadu,25.77
2025-10-01,2025,10,40,274,Dindigul,Tamil Nadu,20.98
2025-10-01,2025,10,40,274,Kanyakumari,Tamil Nadu,24.64
2025-10-01,2025,10,40,274,Namakkal,Tamil Nadu,24.66
2025-10-01,2025,10,40,274,Karur,Tamil Nadu,23.84
2025-10-01,2025,10,40,274,Cuddalore,Tamil Nadu,25.93
2025-10-01,2025,10,40,274,Nagapattinam,Tamil Nadu,25.77
2025-10-01,2025,10,40,274,Virudhunagar,Tamil Nadu,23.29
2025-10-01,2025,10,40,274,Sivagangai,Tamil Nadu,23.99
2025-10-01,2025,10,40,274,Ramanathapuram,Tamil Nadu,23.99
2025-10-01,2025,10,40,274,Tiruppur,Tamil Nadu,19.66
2025-10-02,2025,10,40,275,Chennai,Tamil Nadu,25.44
2025-10-02,2025,10,40,275,Coimbatore,Tamil Nadu,19.82
2025-10-02,2025,10,40,275,Madurai,Tamil Nadu,24.36
2025-10-02,2025,10,40,275,Salem,Tamil Nadu,25.01
2025-10-02,2025,10,40,275,Trichy,Tamil Nadu,24.11
2025-10-02,2025,10,40,275,Tirunelveli,Tamil Nadu,25.04
2025-10-02,2025,10,40,275,Erode,Tamil Nadu,19.62
2025-10-02,2025,10,40,275,Vellore,Tamil Nadu,25.16
2025-10-02,2025,10,40,275,Thoothukudi,Tamil Nadu,25.49
2025-10-02,2025,10,40,275,Thanjavur,Tamil Nadu,26.11
2025-10-02,2025,10,40,275,Dindigul,Tamil Nadu,21.26
2025-10-02,2025,10,40,275,Kanyakumari,Tamil Nadu,25.04
2025-10-02,2025,10,40,275,Namakkal,Tamil Nadu,25.01
2025-10-02,2025,10,40,275,Karur,Tamil Nadu,24.11
2025-10-02,2025,10,40,275,Cuddalore,Tamil Nadu,26.3
2025-10-02,2025,10,40,275,Nagapattinam,Tamil Nadu,26.11
2025-10-02,2025,10,40,275,Virudhunagar,Tamil Nadu,23.65
2025-10-02,2025,10,40,275,Sivagangai,Tamil Nadu,24.36
2025-10-02,2025,10,40,275,Ramanathapuram,Tamil Nadu,24.36
2025-10-02,2025,10,40,275,Tiruppur,Tamil Nadu,19.62
2025-10-03,2025,10,40,276,Chennai,Tamil Nadu,25.0
2025-10-03,2025,10,40,276,Coimbatore,Tamil Nadu,20.15
2025-10-03,2025,10,40,276,Madurai,Tamil Nadu,24.4
2025-10-03,2025,10,40,276,Salem,Tamil Nadu,24.68
2025-10-03,2025,10,40,276,Trichy,Tamil Nadu,23.92
2025-10-03,2025,10,40,276,Tirunelveli,Tamil Nadu,24.84
2025-10-03,2025,10,40,276,Erode,Tamil Nadu,19.88
2025-10-03,2025,10,40,276,Vellore,Tamil Nadu,24.65
2025-10-03,2025,10,40,276,Thoothukudi,Tamil Nadu,25.34
2025-10-03,2025,10,40,276,Thanjavur,Tamil Nadu,25.72
2025-10-03,2025,10,40,276,Dindigul,Tamil Nadu,21.49
2025-10-03,2025,10,40,276,Kanyakumari,Tamil Nadu,24.84
2025-10-03,2025,10,40,276,Namakkal,Tamil Nadu,24.68
2025-10-03,2025,10,40,276,Karur,Tamil Nadu,23.92
2025-10-03,2025,10,40,276,Cuddalore,Tamil Nadu,25.31
2025-10-03,2025,10,40,276,Nagapattinam,Tamil Nadu,25.72
2025-10-03,2025,10,40,276,Virudhunagar,Tamil Nadu,23.53
2025-10-03,2025,10,40,276,Sivagangai,Tamil Nadu,24.4
2025-10-03,2025,10,40,276,Ramanathapuram,Tamil Nadu,24.4
2025-10-03,2025,10,40,276,Tiruppur,Tamil Nadu,19.88
2025-10-04,2025,10,40,277,Chennai,Tamil Nadu,24.34
2025-10-04,2025,10,40,277,Coimbatore,Tamil Nadu,20.84
2025-10-04,2025,10,40,277,Madurai,Tamil Nadu,23.88
2025-10-04,2025,10,40,277,Salem,Tamil Nadu,23.62
2025-10-04,2025,10,40,277,Trichy,Tamil Nadu,23.05
2025-10-04,2025,10,40,277,Tirunelveli,Tamil Nadu,24.87
2025-10-04,2025,10,40,277,Erode,Tamil Nadu,19.96
2025-10-04,2025,10,40,277,Vellore,Tamil Nadu,23.53
2025-10-04,2025,10,40,277,Thoothukudi,Tamil Nadu,24.84
2025-10-04,2025,10,40,277,Thanjavur,Tamil Nadu,24.39
2025-10-04,2025,10,40,277,Dindigul,Tamil Nadu,21.44
2025-10-04,2025,10,40,277,Kanyakumari,Tamil Nadu,24.87
2025-10-04,2025,10,40,277,Namakkal,Tamil Nadu,23.62
2025-10-04,2025,10,40,277,Karur,Tamil Nadu,23.05
2025-10-04,2025,10,40,277,Cuddalore,Tamil Nadu,24.14
2025-10-04,2025,10,40,277,Nagapattinam,Tamil Nadu,24.39
2025-10-04,2025,10,40,277,Virudhunagar,Tamil Nadu,23.54
2025-10-04,2025,10,40,277,Sivagangai,Tamil Nadu,23.88
2025-10-04,2025,10,40,277,Ramanathapuram,Tamil Nadu,23.88
2025-10-04,2025,10,40,277,Tiruppur,Tamil Nadu,19.96
2025-10-05,2025,10,40,278,Chennai,Tamil Nadu,24.86
2025-10-05,2025,10,40,278,Coimbatore,Tamil Nadu,20.37
2025-10-05,2025,10,40,278,Madurai,Tamil Nadu,23.24
2025-10-05,2025,10,40,278,Salem,Tamil Nadu,23.95
2025-10-05,2025,10,40,278,Trichy,Tamil Nadu,22.99
2025-10-05,2025,10,40,278,Tirunelveli,Tamil Nadu,23.98
2025-10-05,2025,10,40,278,Erode,Tamil Nadu,19.74
2025-10-05,2025,10,40,278,Vellore,Tamil Nadu,24.2
2025-10-05,2025,10,40,278,Thoothukudi,Tamil Nadu,23.97
2025-10-05,2025,10,40,278,Thanjavur,Tamil Nadu,24.59
2025-10-05,2025,10,40,278,Dindigul,Tamil Nadu,20.86
2025-10-05,2025,10,40,278,Kanyakumari,Tamil Nadu,23.98
2025-10-05,2025,10,40,278,Namakkal,Tamil Nadu,23.95
2025-10-05,2025,10,40,278,Karur,Tamil Nadu,22.99
2025-10-05,2025,10,40,278,Cuddalore,Tamil Nadu,24.61
2025-10-05,2025,10,40,278,Nagapattinam,Tamil Nadu,24.59
2025-10-05,2025,10,40,278,Virudhunagar,Tamil Nadu,22.66
2025-10-05,2025,10,40,278,Sivagangai,Tamil Nadu,23.24
2025-10-05,2025,10,40,278,Ramanathapuram,Tamil Nadu,23.24
2025-10-05,2025,10,40,278,Tiruppur,Tamil Nadu,19.74
2025-10-06,2025,10,41,279,Chennai,Tamil Nadu,23.26
2025-10-06,2025,10,41,279,Coimbatore,Tamil Nadu,19.99
2025-10-06,2025,10,41,279,Madurai,Tamil Nadu,22.59
2025-10-06,2025,10,41,279,Salem,Tamil Nadu,23.23
2025-10-06,2025,10,41,279,Trichy,Tamil Nadu,22.31
2025-10-06,2025,10,41,279,Tirunelveli,Tamil Nadu,23.74
2025-10-06,2025,10,41,279,Erode,Tamil Nadu,19.25
2025-10-06,2025,10,41,279,Vellore,Tamil Nadu,23.17
2025-10-06,2025,10,41,279,Thoothukudi,Tamil Nadu,23.73
2025-10-06,2025,10,41,279,Thanjavur,Tamil Nadu,23.93
2025-10-06,2025,10,41,279,Dindigul,Tamil Nadu,20.11
2025-10-06,2025,10,41,279,Kanyakumari,Tamil Nadu,23.74
2025-10-06,2025,10,41,279,Namakkal,Tamil Nadu,23.23
2025-10-06,2025,10,41,279,Karur,Tamil Nadu,22.31
2025-10-06,2025,10,41,279,Cuddalore,Tamil Nadu,23.9
2025-10-06,2025,10,41,279,Nagapattinam,Tamil Nadu,23.93
2025-10-06,2025,10,41,279,Virudhunagar,Tamil Nadu,22.3
2025-10-06,2025,10,41,279,Sivagangai,Tamil Nadu,22.59
2025-10-06,2025,10,41,279,Ramanathapuram,Tamil Nadu,22.59
2025-10-06,2025,10,41,279,Tiruppur,Tamil Nadu,19.25
2025-10-07,2025,10,41,280,Chennai,Tamil Nadu,23.78
2025-10-07,2025,10,41,280,Coimbatore,Tamil Nadu,20.04
2025-10-07,2025,10,41,280,Madurai,Tamil Nadu,23.1
2025-10-07,2025,10,41,280,Salem,Tamil Nadu,23.94
2025-10-07,2025,10,41,280,Trichy,Tamil Nadu,23.08
2025-10-07,2025,10,41,280,Tirunelveli,Tamil Nadu,24.32
2025-10-07,2025,10,41,280,Erode,Tamil Nadu,19.65
2025-10-07,2025,10,41,280,Vellore,Tamil Nadu,23.96
2025-10-07,2025,10,41,280,Thoothukudi,Tamil Nadu,24.47
2025-10-07,2025,10,41,280,Thanjavur,Tamil Nadu,24.85
2025-10-07,2025,10,41,280,Dindigul,Tamil Nadu,20.51
2025-10-07,2025,10,41,280,Kanyakumari,Tamil Nadu,24.32
2025-10-07,2025,10,41,280,Namakkal,Tamil Nadu,23.94
2025-10-07,2025,10,41,280,Karur,Tamil Nadu,23.08
2025-10-07,2025,10,41,280,Cuddalore,Tamil Nadu,24.82
2025-10-07,2025,10,41,280,Nagapattinam,Tamil Nadu,24.85
2025-10-07,2025,10,41,280,Virudhunagar,Tamil Nadu,22.94
2025-10-07,2025,10,41,280,Sivagangai,Tamil Nadu,23.1
2025-10-07,2025,10,41,280,Ramanathapuram,Tamil Nadu,23.1
2025-10-07,2025,10,41,280,Tiruppur,Tamil Nadu,19.65
2025-10-08,2025,10,41,281,Chennai,Tamil Nadu,24.93
2025-10-08,2025,10,41,281,Coimbatore,Tamil Nadu,20.1
2025-10-08,2025,10,41,281,Madurai,Tamil Nadu,24.35
2025-10-08,2025,10,41,281,Salem,Tamil Nadu,25.09
2025-10-08,2025,10,41,281,Trichy,Tamil Nadu,24.21
2025-10-08,2025,10,41,281,Tirunelveli,Tamil Nadu,24.55
2025-10-08,2025,10,41,281,Erode,Tamil Nadu,19.97
2025-10-08,2025,10,41,281,Vellore,Tamil Nadu,24.73
2025-10-08,2025,10,41,281,Thoothukudi,Tamil Nadu,25.11
2025-10-08,2025,10,41,281,Thanjavur,Tamil Nadu,26.15
2025-10-08,2025,10,41,281,Dindigul,Tamil Nadu,21.12
2025-10-08,2025,10,41,281,Kanyakumari,Tamil Nadu,24.55
2025-10-08,2025,10,41,281,Namakkal,Tamil Nadu,25.09
2025-10-08,2025,10,41,281,Karur,Tamil Nadu,24.21
2025-10-08,2025,10,41,281,Cuddalore,Tamil Nadu,26.03
2025-10-08,2025,10,41,281,Nagapattinam,Tamil Nadu,26.15
2025-10-08,2025,10,41,281,Virudhunagar,Tamil Nadu,23.36
2025-10-08,2025,10,41,281,Sivagangai,Tamil Nadu,24.35
2025-10-08,2025,10,41,281,Ramanathapuram,Tamil Nadu,24.35
2025-10-08,2025,10,41,281,Tiruppur,Tamil Nadu,19.97
2025-10-09,2025,10,41,282,Chennai,Tamil Nadu,25.33
2025-10-09,2025,10,41,282,Coimbatore,Tamil Nadu,20.68
2025-10-09,2025,10,41,282,Madurai,Tamil Nadu,24.01
2025-10-09,2025,10,41,282,Salem,Tamil Nadu,24.72
2025-10-09,2025,10,41,282,Trichy,Tamil Nadu,23.82
2025-10-09,2025,10,41,282,Tirunelveli,Tamil Nadu,24.46
2025-10-09,2025,10,41,282,Erode,Tamil Nadu,20.41
2025-10-09,2025,10,41,282,Vellore,Tamil Nadu,25.11
2025-10-09,2025,10,41,282,Thoothukudi,Tamil Nadu,24.79
2025-10-09,2025,10,41,282,Thanjavur,Tamil Nadu,25.76
2025-10-09,2025,10,41,282,Dindigul,Tamil Nadu,21.11
2025-10-09,2025,10,41,282,Kanyakumari,Tamil Nadu,24.46
2025-10-09,2025,10,41,282,Namakkal,Tamil Nadu,24.72
2025-10-09,2025,10,41,282,Karur,Tamil Nadu,23.82
2025-10-09,2025,10,41,282,Cuddalore,Tamil Nadu,25.84
2025-10-09,2025,10,41,282,Nagapattinam,Tamil Nadu,25.76
2025-10-09,2025,10,41,282,Virudhunagar,Tamil Nadu,23.1
2025-10-09,2025,10,41,282,Sivagangai,Tamil Nadu,24.01
2025-10-09,2025,10,41,282,Ramanathapuram,Tamil Nadu,24.01
2025-10-09,2025,10,41,282,Tiruppur,Tamil Nadu,20.41
2025-10-10,2025,10,41,283,Chennai,Tamil Nadu,23.21
2025-10-10,2025,10,41,283,Coimbatore,Tamil Nadu,20.31
2025-10-10,2025,10,41,283,Madurai,Tamil Nadu,23.63
2025-10-10,2025,10,41,283,Salem,Tamil Nadu,23.77
2025-10-10,2025,10,41,283,Trichy,Tamil Nadu,23.09
2025-10-10,2025,10,41,283,Tirunelveli,Tamil Nadu,24.42
2025-10-10,2025,10,41,283,Erode,Tamil Nadu,19.81
2025-10-10,2025,10,41,283,Vellore,Tamil Nadu,23.3
2025-10-10,2025,10,41,283,Thoothukudi,Tamil Nadu,24.72
2025-10-10,2025,10,41,283,Thanjavur,Tamil Nadu,24.73
2025-10-10,2025,10,41,283,Dindigul,Tamil Nadu,20.78
2025-10-10,2025,10,41,283,Kanyakumari,Tamil Nadu,24.42
2025-10-10,2025,10,41,283,Namakkal,Tamil Nadu,23.77
2025-10-10,2025,10,41,283,Karur,Tamil Nadu,23.09
2025-10-10,2025,10,41,283,Cuddalore,Tamil Nadu,24.62
2025-10-10,2025,10,41,283,Nagapattinam,Tamil Nadu,24.73
2025-10-10,2025,10,41,283,Virudhunagar,Tamil Nadu,23.0
2025-10-10,2025,10,41,283,Sivagangai,Tamil Nadu,23.63
2025-10-10,2025,10,41,283,Ramanathapuram,Tamil Nadu,23.63
2025-10-10,2025,10,41,283,Tiruppur,Tamil Nadu,19.81
2025-10-11,2025,10,41,284,Chennai,Tamil Nadu,24.01
2025-10-11,2025,10,41,284,Coimbatore,Tamil Nadu,20.11
2025-10-11,2025,10,41,284,Madurai,Tamil Nadu,23.88
2025-10-11,2025,10,41,284,Salem,Tamil Nadu,24.53
2025-10-11,2025,10,41,284,Trichy,Tamil Nadu,23.58
2025-10-11,2025,10,41,284,Tirunelveli,Tamil Nadu,24.12
2025-10-11,2025,10,41,284,Erode,Tamil Nadu,19.93
2025-10-11,2025,10,41,284,Vellore,Tamil Nadu,24.19
2025-10-11,2025,10,41,284,Thoothukudi,Tamil Nadu,24.6
2025-10-11,2025,10,41,284,Thanjavur,Tamil Nadu,25.58
2025-10-11,2025,10,41,284,Dindigul,Tamil Nadu,21.04
2025-10-11,2025,10,41,284,Kanyakumari,Tamil Nadu,24.12
2025-10-11,2025,10,41,284,Namakkal,Tamil Nadu,24.53
2025-10-11,2025,10,41,284,Karur,Tamil Nadu,23.58
2025-10-11,2025,10,41,284,Cuddalore,Tamil Nadu,25.67
2025-10-11,2025,10,41,284,Nagapattinam,Tamil Nadu,25.58
2025-10-11,2025,10,41,284,Virudhunagar,Tamil Nadu,22.84
2025-10-11,2025,10,41,284,Sivagangai,Tamil Nadu,23.88
2025-10-11,2025,10,41,284,Ramanathapuram,Tamil Nadu,23.88
2025-10-11,2025,10,41,284,Tiruppur,Tamil Nadu,19.93
2025-10-12,2025,10,41,285,Chennai,Tamil Nadu,24.56
2025-10-12,2025,10,41,285,Coimbatore,Tamil Nadu,19.96
2025-10-12,2025,10,41,285,Madurai,Tamil Nadu,23.3
2025-10-12,2025,10,41,285,Salem,Tamil Nadu,23.64
2025-10-12,2025,10,41,285,Trichy,Tamil Nadu,22.57
2025-10-12,2025,10,41,285,Tirunelveli,Tamil Nadu,24.03
2025-10-12,2025,10,41,285,Erode,Tamil Nadu,19.48
2025-10-12,2025,10,41,285,Vellore,Tamil Nadu,24.36
2025-10-12,2025,10,41,285,Thoothukudi,Tamil Nadu,24.55
2025-10-12,2025,10,41,285,Thanjavur,Tamil Nadu,24.53
2025-10-12,2025,10,41,285,Dindigul,Tamil Nadu,20.69
2025-10-12,2025,10,41,285,Kanyakumari,Tamil Nadu,24.03
2025-10-12,2025,10,41,285,Namakkal,Tamil Nadu,23.64
2025-10-12,2025,10,41,285,Karur,Tamil Nadu,22.57
2025-10-12,2025,10,41,285,Cuddalore,Tamil Nadu,24.8
2025-10-12,2025,10,41,285,Nagapattinam,Tamil Nadu,24.53
2025-10-12,2025,10,41,285,Virudhunagar,Tamil Nadu,22.66
2025-10-12,2025,10,41,285,Sivagangai,Tamil Nadu,23.3
2025-10-12,2025,10,41,285,Ramanathapuram,Tamil Nadu,23.3
2025-10-12,2025,10,41,285,Tiruppur,Tamil Nadu,19.48
2025-10-13,2025,10,42,286,Chennai,Tamil Nadu,23.75
2025-10-13,2025,10,42,286,Coimbatore,Tamil Nadu,19.88
2025-10-13,2025,10,42,286,Madurai,Tamil Nadu,23.27
2025-10-13,2025,10,42,286,Salem,Tamil Nadu,23.73
2025-10-13,2025,10,42,286,Trichy,Tamil Nadu,22.82
2025-10-13,2025,10,42,286,Tirunelveli,Tamil Nadu,23.96
2025-10-13,2025,10,42,286,Erode,Tamil Nadu,19.5
2025-10-13,2025,10,42,286,Vellore,Tamil Nadu,23.51
2025-10-13,2025,10,42,286,Thoothukudi,Tamil Nadu,24.25
2025-10-13,2025,10,42,286,Thanjavur,Tamil Nadu,24.63
2025-10-13,2025,10,42,286,Dindigul,Tamil Nadu,20.69
2025-10-13,2025,10,42,286,Kanyakumari,Tamil Nadu,23.96
2025-10-13,2025,10,42,286,Namakkal,Tamil Nadu,23.73
2025-10-13,2025,10,42,286,Karur,Tamil Nadu,22.82
2025-10-13,2025,10,42,286,Cuddalore,Tamil Nadu,24.62
2025-10-13,2025,10,42,286,Nagapattinam,Tamil Nadu,24.63
2025-10-13,2025,10,42,286,Virudhunagar,Tamil Nadu,22.83
2025-10-13,2025,10,42,286,Sivagangai,Tamil Nadu,23.27
2025-10-13,2025,10,42,286,Ramanathapuram,Tamil Nadu,23.27
2025-10-13,2025,10,42,286,Tiruppur,Tamil Nadu,19.5
2025-10-14,2025,10,42,287,Chennai,Tamil Nadu,24.22
2025-10-14,2025,10,42,287,Coimbatore,Tamil Nadu,20.24
2025-10-14,2025,10,42,287,Madurai,Tamil Nadu,23.42
2025-10-14,2025,10,42,287,Salem,Tamil Nadu,24.3
2025-10-14,2025,10,42,287,Trichy,Tamil Nadu,23.04
2025-10-14,2025,10,42,287,Tirunelveli,Tamil Nadu,24.37
2025-10-14,2025,10,42,287,Erode,Tamil Nadu,19.9
2025-10-14,2025,10,42,287,Vellore,Tamil Nadu,24.17
2025-10-14,2025,10,42,287,Thoothukudi,Tamil Nadu,24.55
2025-10-14,2025,10,42,287,Thanjavur,Tamil Nadu,24.86
2025-10-14,2025,10,42,287,Dindigul,Tamil Nadu,20.81
2025-10-14,2025,10,42,287,Kanyakumari,Tamil Nadu,24.37
2025-10-14,2025,10,42,287,Namakkal,Tamil Nadu,24.3
2025-10-14,2025,10,42,287,Karur,Tamil Nadu,23.04
2025-10-14,2025,10,42,287,Cuddalore,Tamil Nadu,25.17
2025-10-14,2025,10,42,287,Nagapattinam,Tamil Nadu,24.86
2025-10-14,2025,10,42,287,Virudhunagar,Tamil Nadu,23.07
2025-10-14,2025,10,42,287,Sivagangai,Tamil Nadu,23.42
2025-10-14,2025,10,42,287,Ramanathapuram,Tamil Nadu,23.42
2025-10-14,2025,10,42,287,Tiruppur,Tamil Nadu,19.9
2025-10-15,2025,10,42,288,Chennai,Tamil Nadu,24.05
2025-10-15,2025,10,42,288,Coimbatore,Tamil Nadu,20.08
2025-10-15,2025,10,42,288,Madurai,Tamil Nadu,22.79
2025-10-15,2025,10,42,288,Salem,Tamil Nadu,24.08
2025-10-15,2025,10,42,288,Trichy,Tamil Nadu,22.65
2025-10-15,2025,10,42,288,Tirunelveli,Tamil Nadu,23.71
2025-10-15,2025,10,42,288,Erode,Tamil Nadu,19.67
2025-10-15,2025,10,42,288,Vellore,Tamil Nadu,23.8
2025-10-15,2025,10,42,288,Thoothukudi,Tamil Nadu,23.86
2025-10-15,2025,10,42,288,Thanjavur,Tamil Nadu,24.4
2025-10-15,2025,10,42,288,Dindigul,Tamil Nadu,20.48
2025-10-15,2025,10,42,288,Kanyakumari,Tamil Nadu,23.71
2025-10-15,2025,10,42,288,Namakkal,Tamil Nadu,24.08
2025-10-15,2025,10,42,288,Karur,Tamil Nadu,22.65
2025-10-15,2025,10,42,288,Cuddalore,Tamil Nadu,24.49
2025-10-15,2025,10,42,288,Nagapattinam,Tamil Nadu,24.4
2025-10-15,2025,10,42,288,Virudhunagar,Tamil Nadu,22.45
2025-10-15,2025,10,42,288,Sivagangai,Tamil Nadu,22.79
2025-10-15,2025,10,42,288,Ramanathapuram,Tamil Nadu,22.79
2025-10-15,2025,10,42,288,Tiruppur,Tamil Nadu,19.67
2025-10-16,2025,10,42,289,Chennai,Tamil Nadu,24.28
2025-10-16,2025,10,42,289,Coimbatore,Tamil Nadu,20.46
2025-10-16,2025,10,42,289,Madurai,Tamil Nadu,22.94
2025-10-16,2025,10,42,289,Salem,Tamil Nadu,24.47
2025-10-16,2025,10,42,289,Trichy,Tamil Nadu,23.05
2025-10-16,2025,10,42,289,Tirunelveli,Tamil Nadu,23.55
2025-10-16,2025,10,42,289,Erode,Tamil Nadu,20.12
2025-10-16,2025,10,42,289,Vellore,Tamil Nadu,24.22
2025-10-16,2025,10,42,289,Thoothukudi,Tamil Nadu,23.79
2025-10-16,2025,10,42,289,Thanjavur,Tamil Nadu,24.95
2025-10-16,2025,10,42,289,Dindigul,Tamil Nadu,20.67
2025-10-16,2025,10,42,289,Kanyakumari,Tamil Nadu,23.55
2025-10-16,2025,10,42,289,Namakkal,Tamil Nadu,24.47
2025-10-16,2025,10,42,289,Karur,Tamil Nadu,23.05
2025-10-16,2025,10,42,289,Cuddalore,Tamil Nadu,25.16
2025-10-16,2025,10,42,289,Nagapattinam,Tamil Nadu,24.95
2025-10-16,2025,10,42,289,Virudhunagar,Tamil Nadu,22.41
2025-10-16,2025,10,42,289,Sivagangai,Tamil Nadu,22.94
2025-10-16,2025,10,42,289,Ramanathapuram,Tamil Nadu,22.94
2025-10-16,2025,10,42,289,Tiruppur,Tamil Nadu,20.12
2025-10-17,2025,10,42,290,Chennai,Tamil Nadu,24.23
2025-10-17,2025,10,42,290,Coimbatore,Tamil Nadu,20.3
2025-10-17,2025,10,42,290,Madurai,Tamil Nadu,23.1
2025-10-17,2025,10,42,290,Salem,Tamil Nadu,24.36
2025-10-17,2025,10,42,290,Trichy,Tamil Nadu,22.95
2025-10-17,2025,10,42,290,Tirunelveli,Tamil Nadu,23.92
2025-10-17,2025,10,42,290,Erode,Tamil Nadu,19.86
2025-10-17,2025,10,42,290,Vellore,Tamil Nadu,24.22
2025-10-17,2025,10,42,290,Thoothukudi,Tamil Nadu,24.14
2025-10-17,2025,10,42,290,Thanjavur,Tamil Nadu,24.85
2025-10-17,2025,10,42,290,Dindigul,Tamil Nadu,20.72
2025-10-17,2025,10,42,290,Kanyakumari,Tamil Nadu,23.92
2025-10-17,2025,10,42,290,Namakkal,Tamil Nadu,24.36
2025-10-17,2025,10,42,290,Karur,Tamil Nadu,22.95
2025-10-17,2025,10,42,290,Cuddalore,Tamil Nadu,25.08
2025-10-17,2025,10,42,290,Nagapattinam,Tamil Nadu,24.85
2025-10-17,2025,10,42,290,Virudhunagar,Tamil Nadu,22.57
2025-10-17,2025,10,42,290,Sivagangai,Tamil Nadu,23.1
2025-10-17,2025,10,42,290,Ramanathapuram,Tamil Nadu,23.1
2025-10-17,2025,10,42,290,Tiruppur,Tamil Nadu,19.86
2025-10-18,2025,10,42,291,Chennai,Tamil Nadu,24.3
2025-10-18,2025,10,42,291,Coimbatore,Tamil Nadu,20.5
2025-10-18,2025,10,42,291,Madurai,Tamil Nadu,22.65
2025-10-18,2025,10,42,291,Salem,Tamil Nadu,24.06
2025-10-18,2025,10,42,291,Trichy,Tamil Nadu,22.7
2025-10-18,2025,10,42,291,Tirunelveli,Tamil Nadu,23.54
2025-10-18,2025,10,42,291,Erode,Tamil Nadu,20.0
2025-10-18,2025,10,42,291,Vellore,Tamil Nadu,24.35
2025-10-18,2025,10,42,291,Thoothukudi,Tamil Nadu,23.62
2025-10-18,2025,10,42,291,Thanjavur,Tamil Nadu,24.49
2025-10-18,2025,10,42,291,Dindigul,Tamil Nadu,20.69
2025-10-18,2025,10,42,291,Kanyakumari,Tamil Nadu,23.54
2025-10-18,2025,10,42,291,Namakkal,Tamil Nadu,24.06
2025-10-18,2025,10,42,291,Karur,Tamil Nadu,22.7
2025-10-18,2025,10,42,291,Cuddalore,Tamil Nadu,24.57
2025-10-18,2025,10,42,291,Nagapattinam,Tamil Nadu,24.49
2025-10-18,2025,10,42,291,Virudhunagar,Tamil Nadu,22.18
2025-10-18,2025,10,42,291,Sivagangai,Tamil Nadu,22.65
2025-10-18,2025,10,42,291,Ramanathapuram,Tamil Nadu,22.65
2025-10-18,2025,10,42,291,Tiruppur,Tamil Nadu,20.0
2025-10-19,2025,10,42,292,Chennai,Tamil Nadu,23.86
2025-10-19,2025,10,42,292,Coimbatore,Tamil Nadu,20.0
2025-10-19,2025,10,42,292,Madurai,Tamil Nadu,22.58
2025-10-19,2025,10,42,292,Salem,Tamil Nadu,23.84
2025-10-19,2025,10,42,292,Trichy,Tamil Nadu,22.6
2025-10-19,2025,10,42,292,Tirunelveli,Tamil Nadu,23.26
2025-10-19,2025,10,42,292,Erode,Tamil Nadu,19.52
2025-10-19,2025,10,42,292,Vellore,Tamil Nadu,24.01
2025-10-19,2025,10,42,292,Thoothukudi,Tamil Nadu,23.69
2025-10-19,2025,10,42,292,Thanjavur,Tamil Nadu,24.39
2025-10-19,2025,10,42,292,Dindigul,Tamil Nadu,20.54
2025-10-19,2025,10,42,292,Kanyakumari,Tamil Nadu,23.26
2025-10-19,2025,10,42,292,Namakkal,Tamil Nadu,23.84
